id,kode_provinsi,nama_provinsi,pengelola_kawasan,jenis_wisatawan,jumlah_wisatawan,satuan,tahun
1346,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN MANCANEGARA,0,ORANG,2020
1347,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN NUSANTARA,40565,ORANG,2020
1348,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN MANCANEGARA,0,ORANG,2020
1349,32,JAWA BARAT,CIMANGGU,WISATAWAN NUSANTARA,4,ORANG,2020
1350,32,JAWA BARAT,CIMANGGU,WISATAWAN MANCANEGARA,0,ORANG,2020
1351,32,JAWA BARAT,KAMPUNG CAI RANCA UPAS,WISATAWAN NUSANTARA,1117,ORANG,2020
1352,32,JAWA BARAT,KAMPUNG CAI RANCA UPAS,WISATAWAN MANCANEGARA,0,ORANG,2020
1353,32,JAWA BARAT,PATUHA RESORT,WISATAWAN NUSANTARA,0,ORANG,2020
1354,32,JAWA BARAT,PATUHA RESORT,WISATAWAN MANCANEGARA,0,ORANG,2020
1355,32,JAWA BARAT,CIKOLE JAYAGIRI,WISATAWAN NUSANTARA,0,ORANG,2020
1356,32,JAWA BARAT,CIKOLE JAYAGIRI,WISATAWAN MANCANEGARA,0,ORANG,2020
1357,32,JAWA BARAT,GALUNGGUNG,WISATAWAN NUSANTARA,150,ORANG,2020
1358,32,JAWA BARAT,GALUNGGUNG,WISATAWAN MANCANEGARA,0,ORANG,2020
1359,32,JAWA BARAT,CURUG PANJANG,WISATAWAN NUSANTARA,281,ORANG,2020
1360,32,JAWA BARAT,CURUG PANJANG,WISATAWAN MANCANEGARA,0,ORANG,2020
1361,32,JAWA BARAT,KARAHA BODAS,WISATAWAN NUSANTARA,0,ORANG,2020
1362,32,JAWA BARAT,KARAHA BODAS,WISATAWAN MANCANEGARA,0,ORANG,2020
1363,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2020
1364,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2020
1365,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,0,ORANG,2020
1366,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,0,ORANG,2020
1367,32,JAWA BARAT,BUPER CITAMIANG,WISATAWAN NUSANTARA,0,ORANG,2020
1368,32,JAWA BARAT,BUPER CITAMIANG,WISATAWAN MANCANEGARA,0,ORANG,2020
1369,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN NUSANTARA,97,ORANG,2020
1370,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN MANCANEGARA,0,ORANG,2020
1371,32,JAWA BARAT,CURUG CIHERANG,WISATAWAN NUSANTARA,0,ORANG,2020
1372,32,JAWA BARAT,CURUG CIHERANG,WISATAWAN MANCANEGARA,0,ORANG,2020
1373,32,JAWA BARAT,CURUG CIBEUREUM,WISATAWAN NUSANTARA,0,ORANG,2020
1374,32,JAWA BARAT,CURUG CIBEUREUM,WISATAWAN MANCANEGARA,0,ORANG,2020
1375,32,JAWA BARAT,CARIU/ PENANGKARAN RUSA,WISATAWAN NUSANTARA,0,ORANG,2020
1376,32,JAWA BARAT,CARIU/ PENANGKARAN RUSA,WISATAWAN MANCANEGARA,0,ORANG,2020
1377,32,JAWA BARAT,SENTUL EETF,WISATAWAN NUSANTARA,0,ORANG,2020
1378,32,JAWA BARAT,SENTUL EETF,WISATAWAN MANCANEGARA,0,ORANG,2020
1379,32,JAWA BARAT,CURUG BARONG LEUWI HEJO,WISATAWAN NUSANTARA,0,ORANG,2020
1380,32,JAWA BARAT,CURUG BARONG LEUWI HEJO,WISATAWAN MANCANEGARA,0,ORANG,2020
1381,32,JAWA BARAT,PUNCAK KONDANG,WISATAWAN NUSANTARA,0,ORANG,2020
1382,32,JAWA BARAT,PUNCAK KONDANG,WISATAWAN MANCANEGARA,0,ORANG,2020
1383,32,JAWA BARAT,CURUG PUTRI KENCANA,WISATAWAN NUSANTARA,0,ORANG,2020
1384,32,JAWA BARAT,CURUG PUTRI KENCANA,WISATAWAN MANCANEGARA,0,ORANG,2020
1385,32,JAWA BARAT,BARU JERUK,WISATAWAN NUSANTARA,0,ORANG,2020
1386,32,JAWA BARAT,BARU JERUK,WISATAWAN MANCANEGARA,0,ORANG,2020
1387,32,JAWA BARAT,GN. KENCANA,WISATAWAN NUSANTARA,0,ORANG,2020
1388,32,JAWA BARAT,GN. KENCANA,WISATAWAN MANCANEGARA,0,ORANG,2020
1389,32,JAWA BARAT,PANORAMA PABANGBON,WISATAWAN NUSANTARA,16,ORANG,2020
1390,32,JAWA BARAT,PANORAMA PABANGBON,WISATAWAN MANCANEGARA,0,ORANG,2020
1391,32,JAWA BARAT,BUKIT BINTANG,WISATAWAN NUSANTARA,0,ORANG,2020
1392,32,JAWA BARAT,BUKIT BINTANG,WISATAWAN MANCANEGARA,0,ORANG,2020
1393,32,JAWA BARAT,PUNCAK LANGIT,WISATAWAN NUSANTARA,0,ORANG,2020
1394,32,JAWA BARAT,PUNCAK LANGIT,WISATAWAN MANCANEGARA,0,ORANG,2020
1395,32,JAWA BARAT,GALUH,WISATAWAN NUSANTARA,0,ORANG,2020
1396,32,JAWA BARAT,GALUH,WISATAWAN MANCANEGARA,0,ORANG,2020
1397,32,JAWA BARAT,PAWAJA,WISATAWAN NUSANTARA,0,ORANG,2020
1398,32,JAWA BARAT,PAWAJA,WISATAWAN MANCANEGARA,0,ORANG,2020
1399,32,JAWA BARAT,GUNUNG DAGO,WISATAWAN NUSANTARA,0,ORANG,2020
1400,32,JAWA BARAT,GUNUNG DAGO,WISATAWAN MANCANEGARA,0,ORANG,2020
1401,32,JAWA BARAT,WA GN SEUREUH,WISATAWAN NUSANTARA,0,ORANG,2020
1402,32,JAWA BARAT,WA GN SEUREUH,WISATAWAN MANCANEGARA,0,ORANG,2020
1403,32,JAWA BARAT,ASTOR,WISATAWAN NUSANTARA,0,ORANG,2020
1404,32,JAWA BARAT,ASTOR,WISATAWAN MANCANEGARA,0,ORANG,2020
1405,32,JAWA BARAT,GUNUNG DAGUAN,WISATAWAN NUSANTARA,0,ORANG,2020
1406,32,JAWA BARAT,GUNUNG DAGUAN,WISATAWAN MANCANEGARA,0,ORANG,2020
1407,32,JAWA BARAT,LEUWI HEJO CIBADAK,WISATAWAN NUSANTARA,0,ORANG,2020
1408,32,JAWA BARAT,LEUWI HEJO CIBADAK,WISATAWAN MANCANEGARA,0,ORANG,2020
1409,32,JAWA BARAT,PULAU CANGKIR,WISATAWAN NUSANTARA,0,ORANG,2020
1410,32,JAWA BARAT,PULAU CANGKIR,WISATAWAN MANCANEGARA,0,ORANG,2020
1411,32,JAWA BARAT,GOA BUNIAYU,WISATAWAN NUSANTARA,0,ORANG,2020
1412,32,JAWA BARAT,GOA BUNIAYU,WISATAWAN MANCANEGARA,0,ORANG,2020
1413,32,JAWA BARAT,PUNCAK BULUH,WISATAWAN NUSANTARA,0,ORANG,2020
1414,32,JAWA BARAT,PUNCAK BULUH,WISATAWAN MANCANEGARA,0,ORANG,2020
1415,32,JAWA BARAT,PUNCAK ANGIN,WISATAWAN NUSANTARA,0,ORANG,2020
1416,32,JAWA BARAT,PUNCAK ANGIN,WISATAWAN MANCANEGARA,0,ORANG,2020
1417,32,JAWA BARAT,DEWA DEWI,WISATAWAN NUSANTARA,0,ORANG,2020
1418,32,JAWA BARAT,DEWA DEWI,WISATAWAN MANCANEGARA,0,ORANG,2020
1419,32,JAWA BARAT,NIRWANA,WISATAWAN NUSANTARA,0,ORANG,2020
1420,32,JAWA BARAT,NIRWANA,WISATAWAN MANCANEGARA,0,ORANG,2020
1421,32,JAWA BARAT,CURUG PAMEUNGPEUK,WISATAWAN NUSANTARA,0,ORANG,2020
1422,32,JAWA BARAT,CURUG PAMEUNGPEUK,WISATAWAN MANCANEGARA,0,ORANG,2020
1423,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2020
1424,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2020
1425,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2020
1426,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2020
1427,32,JAWA BARAT,CIMIRUNG GH PARK,WISATAWAN NUSANTARA,0,ORANG,2020
1428,32,JAWA BARAT,CIMIRUNG GH PARK,WISATAWAN MANCANEGARA,0,ORANG,2020
1429,32,JAWA BARAT,POKLAND,WISATAWAN NUSANTARA,0,ORANG,2020
1430,32,JAWA BARAT,POKLAND,WISATAWAN MANCANEGARA,0,ORANG,2020
1431,32,JAWA BARAT,PATROL VALLEY,WISATAWAN NUSANTARA,0,ORANG,2020
1432,32,JAWA BARAT,PATROL VALLEY,WISATAWAN MANCANEGARA,0,ORANG,2020
1433,32,JAWA BARAT,GOBANG GREEN PINUS,WISATAWAN NUSANTARA,0,ORANG,2020
1434,32,JAWA BARAT,GOBANG GREEN PINUS,WISATAWAN MANCANEGARA,0,ORANG,2020
1435,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN NUSANTARA,0,ORANG,2020
1436,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN MANCANEGARA,0,ORANG,2020
1437,32,JAWA BARAT,D'REUNGIT FOREST,WISATAWAN NUSANTARA,0,ORANG,2020
1438,32,JAWA BARAT,D'REUNGIT FOREST,WISATAWAN MANCANEGARA,0,ORANG,2020
1439,32,JAWA BARAT,PUNCAK PINUS,WISATAWAN NUSANTARA,0,ORANG,2020
1440,32,JAWA BARAT,PUNCAK PINUS,WISATAWAN MANCANEGARA,0,ORANG,2020
1441,32,JAWA BARAT,GUNUNG PABEASAN,WISATAWAN NUSANTARA,0,ORANG,2020
1442,32,JAWA BARAT,GUNUNG PABEASAN,WISATAWAN MANCANEGARA,0,ORANG,2020
1443,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN NUSANTARA,0,ORANG,2020
1444,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN MANCANEGARA,0,ORANG,2020
1445,32,JAWA BARAT,BLANAKAN,WISATAWAN NUSANTARA,0,ORANG,2020
1446,32,JAWA BARAT,BLANAKAN,WISATAWAN MANCANEGARA,0,ORANG,2020
1447,32,JAWA BARAT,CURUG CIGENTIS,WISATAWAN NUSANTARA,0,ORANG,2020
1448,32,JAWA BARAT,CURUG CIGENTIS,WISATAWAN MANCANEGARA,0,ORANG,2020
1449,32,JAWA BARAT,CURUG TUJUH,WISATAWAN NUSANTARA,0,ORANG,2020
1450,32,JAWA BARAT,CURUG TUJUH,WISATAWAN MANCANEGARA,0,ORANG,2020
1451,32,JAWA BARAT,GUNUNG BONGKOK,WISATAWAN NUSANTARA,0,ORANG,2020
1452,32,JAWA BARAT,GUNUNG BONGKOK,WISATAWAN MANCANEGARA,0,ORANG,2020
1453,32,JAWA BARAT,GUNUNG LEMBU,WISATAWAN NUSANTARA,0,ORANG,2020
1454,32,JAWA BARAT,GUNUNG LEMBU,WISATAWAN MANCANEGARA,0,ORANG,2020
1455,32,JAWA BARAT,BADEGLA GUNUNG PARANG,WISATAWAN NUSANTARA,0,ORANG,2020
1456,32,JAWA BARAT,BADEGLA GUNUNG PARANG,WISATAWAN MANCANEGARA,0,ORANG,2020
1457,32,JAWA BARAT,LENGKOP PARANGBONG,WISATAWAN NUSANTARA,0,ORANG,2020
1458,32,JAWA BARAT,LENGKOP PARANGBONG,WISATAWAN MANCANEGARA,0,ORANG,2020
1459,32,JAWA BARAT,TANJUNG PANORAMASARI,WISATAWAN NUSANTARA,0,ORANG,2020
1460,32,JAWA BARAT,TANJUNG PANORAMASARI,WISATAWAN MANCANEGARA,0,ORANG,2020
1461,32,JAWA BARAT,CURUG TILU,WISATAWAN NUSANTARA,0,ORANG,2020
1462,32,JAWA BARAT,CURUG TILU,WISATAWAN MANCANEGARA,0,ORANG,2020
1463,32,JAWA BARAT,TAMAN LANGIT,WISATAWAN NUSANTARA,0,ORANG,2020
1464,32,JAWA BARAT,TAMAN LANGIT,WISATAWAN MANCANEGARA,0,ORANG,2020
1465,32,JAWA BARAT,TANJAKAN BUHUN,WISATAWAN NUSANTARA,0,ORANG,2020
1466,32,JAWA BARAT,TANJAKAN BUHUN,WISATAWAN MANCANEGARA,0,ORANG,2020
1467,32,JAWA BARAT,SANGGABUANA,WISATAWAN NUSANTARA,0,ORANG,2020
1468,32,JAWA BARAT,SANGGABUANA,WISATAWAN MANCANEGARA,0,ORANG,2020
1469,32,JAWA BARAT,GREEN CANYON,WISATAWAN NUSANTARA,0,ORANG,2020
1470,32,JAWA BARAT,GREEN CANYON,WISATAWAN MANCANEGARA,0,ORANG,2020
1471,32,JAWA BARAT,GOA DAYEH,WISATAWAN NUSANTARA,0,ORANG,2020
1472,32,JAWA BARAT,GOA DAYEH,WISATAWAN MANCANEGARA,0,ORANG,2020
1473,32,JAWA BARAT,PUNCAK SEMPUR,WISATAWAN NUSANTARA,0,ORANG,2020
1474,32,JAWA BARAT,PUNCAK SEMPUR,WISATAWAN MANCANEGARA,0,ORANG,2020
1475,32,JAWA BARAT,BUKIT KEMBAR,WISATAWAN NUSANTARA,0,ORANG,2020
1476,32,JAWA BARAT,BUKIT KEMBAR,WISATAWAN MANCANEGARA,0,ORANG,2020
1477,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN NUSANTARA,0,ORANG,2020
1478,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN MANCANEGARA,0,ORANG,2020
1479,32,JAWA BARAT,TANJUNG PAKIS,WISATAWAN NUSANTARA,0,ORANG,2020
1480,32,JAWA BARAT,TANJUNG PAKIS,WISATAWAN MANCANEGARA,0,ORANG,2020
1481,32,JAWA BARAT,TAMBAK ALAS,WISATAWAN NUSANTARA,0,ORANG,2020
1482,32,JAWA BARAT,TAMBAK ALAS,WISATAWAN MANCANEGARA,0,ORANG,2020
1483,32,JAWA BARAT,SEDARI,WISATAWAN NUSANTARA,0,ORANG,2020
1484,32,JAWA BARAT,SEDARI,WISATAWAN MANCANEGARA,0,ORANG,2020
1485,32,JAWA BARAT,KATUMBIRI,WISATAWAN NUSANTARA,0,ORANG,2020
1486,32,JAWA BARAT,KATUMBIRI,WISATAWAN MANCANEGARA,0,ORANG,2020
1487,32,JAWA BARAT,GREENTING,WISATAWAN NUSANTARA,0,ORANG,2020
1488,32,JAWA BARAT,GREENTING,WISATAWAN MANCANEGARA,0,ORANG,2020
1489,32,JAWA BARAT,BADEGA PARANG CIRANGKONG,WISATAWAN NUSANTARA,0,ORANG,2020
1490,32,JAWA BARAT,BADEGA PARANG CIRANGKONG,WISATAWAN MANCANEGARA,0,ORANG,2020
1491,32,JAWA BARAT,BIHBUL FOREST PARK,WISATAWAN NUSANTARA,0,ORANG,2020
1492,32,JAWA BARAT,BIHBUL FOREST PARK,WISATAWAN MANCANEGARA,0,ORANG,2020
1493,32,JAWA BARAT,GUNUNG PARANG VIA FERATA,WISATAWAN NUSANTARA,0,ORANG,2020
1494,32,JAWA BARAT,GUNUNG PARANG VIA FERATA,WISATAWAN MANCANEGARA,0,ORANG,2020
1495,32,JAWA BARAT,TANGGA CINTA,WISATAWAN NUSANTARA,0,ORANG,2020
1496,32,JAWA BARAT,TANGGA CINTA,WISATAWAN MANCANEGARA,0,ORANG,2020
1497,32,JAWA BARAT,BUKIT CINTA,WISATAWAN NUSANTARA,0,ORANG,2020
1498,32,JAWA BARAT,BUKIT CINTA,WISATAWAN MANCANEGARA,0,ORANG,2020
1499,32,JAWA BARAT,GEGARA MENYAN,WISATAWAN NUSANTARA,0,ORANG,2020
1500,32,JAWA BARAT,GEGARA MENYAN,WISATAWAN MANCANEGARA,0,ORANG,2020
1501,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2020
1502,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2020
1503,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,3202,ORANG,2020
1504,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2020
1505,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,0,ORANG,2020
1506,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2020
1507,32,JAWA BARAT,LHI JAYAGIRI,WISATAWAN NUSANTARA,0,ORANG,2020
1508,32,JAWA BARAT,LHI JAYAGIRI,WISATAWAN MANCANEGARA,0,ORANG,2020
1509,32,JAWA BARAT,CURUG CIJALU,WISATAWAN NUSANTARA,0,ORANG,2020
1510,32,JAWA BARAT,CURUG CIJALU,WISATAWAN MANCANEGARA,0,ORANG,2020
1511,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,0,ORANG,2020
1512,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2020
1513,32,JAWA BARAT,CURUG CIBAREUHBEUY,WISATAWAN NUSANTARA,0,ORANG,2020
1514,32,JAWA BARAT,CURUG CIBAREUHBEUY,WISATAWAN MANCANEGARA,0,ORANG,2020
1515,32,JAWA BARAT,TALAGA CIKAHURIPAN,WISATAWAN NUSANTARA,0,ORANG,2020
1516,32,JAWA BARAT,TALAGA CIKAHURIPAN,WISATAWAN MANCANEGARA,0,ORANG,2020
1517,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,0,ORANG,2020
1518,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2020
1519,32,JAWA BARAT,BATU KUDA,WISATAWAN NUSANTARA,0,ORANG,2020
1520,32,JAWA BARAT,BATU KUDA,WISATAWAN MANCANEGARA,0,ORANG,2020
1521,32,JAWA BARAT,ORAY TAPA,WISATAWAN NUSANTARA,0,ORANG,2020
1522,32,JAWA BARAT,ORAY TAPA,WISATAWAN MANCANEGARA,0,ORANG,2020
1523,32,JAWA BARAT,PUNCAK BINTANG,WISATAWAN NUSANTARA,0,ORANG,2020
1524,32,JAWA BARAT,PUNCAK BINTANG,WISATAWAN MANCANEGARA,0,ORANG,2020
1525,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN NUSANTARA,0,ORANG,2020
1526,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN MANCANEGARA,0,ORANG,2020
1527,32,JAWA BARAT,PASIR KARATON,WISATAWAN NUSANTARA,0,ORANG,2020
1528,32,JAWA BARAT,PASIR KARATON,WISATAWAN MANCANEGARA,0,ORANG,2020
1529,32,JAWA BARAT,GEGER BINTANG MATAHARI,WISATAWAN NUSANTARA,0,ORANG,2020
1530,32,JAWA BARAT,GEGER BINTANG MATAHARI,WISATAWAN MANCANEGARA,0,ORANG,2020
1531,32,JAWA BARAT,PUSAKA MULYA (PASIR PANYAWANGAN),WISATAWAN NUSANTARA,0,ORANG,2020
1532,32,JAWA BARAT,PUSAKA MULYA (PASIR PANYAWANGAN),WISATAWAN MANCANEGARA,0,ORANG,2020
1533,32,JAWA BARAT,PAL 16,WISATAWAN NUSANTARA,0,ORANG,2020
1534,32,JAWA BARAT,PAL 16,WISATAWAN MANCANEGARA,0,ORANG,2020
1535,32,JAWA BARAT,PALINTANG DOWNHILL,WISATAWAN NUSANTARA,0,ORANG,2020
1536,32,JAWA BARAT,PALINTANG DOWNHILL,WISATAWAN MANCANEGARA,0,ORANG,2020
1537,32,JAWA BARAT,GRAFIKA CIKOLE,WISATAWAN NUSANTARA,0,ORANG,2020
1538,32,JAWA BARAT,GRAFIKA CIKOLE,WISATAWAN MANCANEGARA,0,ORANG,2020
1539,32,JAWA BARAT,DUSUN BAMBU,WISATAWAN NUSANTARA,0,ORANG,2020
1540,32,JAWA BARAT,DUSUN BAMBU,WISATAWAN MANCANEGARA,0,ORANG,2020
1541,32,JAWA BARAT,WAR GAMES,WISATAWAN NUSANTARA,0,ORANG,2020
1542,32,JAWA BARAT,WAR GAMES,WISATAWAN MANCANEGARA,0,ORANG,2020
1543,32,JAWA BARAT,JOGGING TRACK,WISATAWAN NUSANTARA,0,ORANG,2020
1544,32,JAWA BARAT,JOGGING TRACK,WISATAWAN MANCANEGARA,0,ORANG,2020
1545,32,JAWA BARAT,TRACK SEPEDA CIKOLE ADV,WISATAWAN NUSANTARA,0,ORANG,2020
1546,32,JAWA BARAT,TRACK SEPEDA CIKOLE ADV,WISATAWAN MANCANEGARA,0,ORANG,2020
1547,32,JAWA BARAT,WILHELMINA,WISATAWAN NUSANTARA,0,ORANG,2020
1548,32,JAWA BARAT,WILHELMINA,WISATAWAN MANCANEGARA,0,ORANG,2020
1549,32,JAWA BARAT,BUKIT PALASARI CIATER,WISATAWAN NUSANTARA,0,ORANG,2020
1550,32,JAWA BARAT,BUKIT PALASARI CIATER,WISATAWAN MANCANEGARA,0,ORANG,2020
1551,32,JAWA BARAT,PT BRICK,WISATAWAN NUSANTARA,0,ORANG,2020
1552,32,JAWA BARAT,PT BRICK,WISATAWAN MANCANEGARA,0,ORANG,2020
1553,32,JAWA BARAT,PT JALA ENERGY (ORCHID FOREST),WISATAWAN NUSANTARA,0,ORANG,2020
1554,32,JAWA BARAT,PT JALA ENERGY (ORCHID FOREST),WISATAWAN MANCANEGARA,0,ORANG,2020
1555,32,JAWA BARAT,KAMPUNG SUNDA,WISATAWAN NUSANTARA,0,ORANG,2020
1556,32,JAWA BARAT,KAMPUNG SUNDA,WISATAWAN MANCANEGARA,0,ORANG,2020
1557,32,JAWA BARAT,LEGOK ODAH,WISATAWAN NUSANTARA,0,ORANG,2020
1558,32,JAWA BARAT,LEGOK ODAH,WISATAWAN MANCANEGARA,0,ORANG,2020
1559,32,JAWA BARAT,NYAWANG BANDUNG,WISATAWAN NUSANTARA,0,ORANG,2020
1560,32,JAWA BARAT,NYAWANG BANDUNG,WISATAWAN MANCANEGARA,0,ORANG,2020
1561,32,JAWA BARAT,PUNCAK EURAD,WISATAWAN NUSANTARA,0,ORANG,2020
1562,32,JAWA BARAT,PUNCAK EURAD,WISATAWAN MANCANEGARA,0,ORANG,2020
1563,32,JAWA BARAT,CURUG 3 LEUWI 4,WISATAWAN NUSANTARA,0,ORANG,2020
1564,32,JAWA BARAT,CURUG 3 LEUWI 4,WISATAWAN MANCANEGARA,0,ORANG,2020
1565,32,JAWA BARAT,LEMBAH PINUS SUKAWANA,WISATAWAN NUSANTARA,0,ORANG,2020
1566,32,JAWA BARAT,LEMBAH PINUS SUKAWANA,WISATAWAN MANCANEGARA,0,ORANG,2020
1567,32,JAWA BARAT,TALAGA WARNA,WISATAWAN NUSANTARA,0,ORANG,2020
1568,32,JAWA BARAT,TALAGA WARNA,WISATAWAN MANCANEGARA,0,ORANG,2020
1569,32,JAWA BARAT,CURUG CIBODAS,WISATAWAN NUSANTARA,0,ORANG,2020
1570,32,JAWA BARAT,CURUG CIBODAS,WISATAWAN MANCANEGARA,0,ORANG,2020
1571,32,JAWA BARAT,BURANGRANG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2020
1572,32,JAWA BARAT,BURANGRANG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2020
1573,32,JAWA BARAT,CURUG WANGUN,WISATAWAN NUSANTARA,0,ORANG,2020
1574,32,JAWA BARAT,CURUG WANGUN,WISATAWAN MANCANEGARA,0,ORANG,2020
1575,32,JAWA BARAT,PARKIR ORCHID FOREST,WISATAWAN NUSANTARA,0,ORANG,2020
1576,32,JAWA BARAT,PARKIR ORCHID FOREST,WISATAWAN MANCANEGARA,0,ORANG,2020
1577,32,JAWA BARAT,GUNUNG BURATA,WISATAWAN NUSANTARA,0,ORANG,2020
1578,32,JAWA BARAT,GUNUNG BURATA,WISATAWAN MANCANEGARA,0,ORANG,2020
1579,32,JAWA BARAT,THE LODGE PINE TRACK,WISATAWAN NUSANTARA,0,ORANG,2020
1580,32,JAWA BARAT,THE LODGE PINE TRACK,WISATAWAN MANCANEGARA,0,ORANG,2020
1581,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2020
1582,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2020
1583,32,JAWA BARAT,CIBOLANG,WISATAWAN NUSANTARA,0,ORANG,2020
1584,32,JAWA BARAT,CIBOLANG,WISATAWAN MANCANEGARA,0,ORANG,2020
1585,32,JAWA BARAT,EMTE HIGHLAND,WISATAWAN NUSANTARA,0,ORANG,2020
1586,32,JAWA BARAT,EMTE HIGHLAND,WISATAWAN MANCANEGARA,0,ORANG,2020
1587,32,JAWA BARAT,GUNUNG PUNTANG,WISATAWAN NUSANTARA,20,ORANG,2020
1588,32,JAWA BARAT,GUNUNG PUNTANG,WISATAWAN MANCANEGARA,0,ORANG,2020
1589,32,JAWA BARAT,HULU SUNGAI CITARUM / CISANTI,WISATAWAN NUSANTARA,0,ORANG,2020
1590,32,JAWA BARAT,HULU SUNGAI CITARUM / CISANTI,WISATAWAN MANCANEGARA,0,ORANG,2020
1591,32,JAWA BARAT,PUNCELING,WISATAWAN NUSANTARA,0,ORANG,2020
1592,32,JAWA BARAT,PUNCELING,WISATAWAN MANCANEGARA,0,ORANG,2020
1593,32,JAWA BARAT,CURUG SAWER,WISATAWAN NUSANTARA,0,ORANG,2020
1594,32,JAWA BARAT,CURUG SAWER,WISATAWAN MANCANEGARA,0,ORANG,2020
1595,32,JAWA BARAT,GUNUNG PADANG,WISATAWAN NUSANTARA,0,ORANG,2020
1596,32,JAWA BARAT,GUNUNG PADANG,WISATAWAN MANCANEGARA,0,ORANG,2020
1597,32,JAWA BARAT,BUPER TANGSI,WISATAWAN NUSANTARA,0,ORANG,2020
1598,32,JAWA BARAT,BUPER TANGSI,WISATAWAN MANCANEGARA,0,ORANG,2020
1599,32,JAWA BARAT,RAHONG,WISATAWAN NUSANTARA,0,ORANG,2020
1600,32,JAWA BARAT,RAHONG,WISATAWAN MANCANEGARA,0,ORANG,2020
1601,32,JAWA BARAT,GOA PUTRI,WISATAWAN NUSANTARA,0,ORANG,2020
1602,32,JAWA BARAT,GOA PUTRI,WISATAWAN MANCANEGARA,0,ORANG,2020
1603,32,JAWA BARAT,MALELA,WISATAWAN NUSANTARA,0,ORANG,2020
1604,32,JAWA BARAT,MALELA,WISATAWAN MANCANEGARA,0,ORANG,2020
1605,32,JAWA BARAT,CENGKRONG,WISATAWAN NUSANTARA,0,ORANG,2020
1606,32,JAWA BARAT,CENGKRONG,WISATAWAN MANCANEGARA,0,ORANG,2020
1607,32,JAWA BARAT,KRAMAT GANTUNG,WISATAWAN NUSANTARA,0,ORANG,2020
1608,32,JAWA BARAT,KRAMAT GANTUNG,WISATAWAN MANCANEGARA,0,ORANG,2020
1609,32,JAWA BARAT,LAWANG,WISATAWAN NUSANTARA,0,ORANG,2020
1610,32,JAWA BARAT,LAWANG,WISATAWAN MANCANEGARA,0,ORANG,2020
1611,32,JAWA BARAT,SITU CIMEUHMAL,WISATAWAN NUSANTARA,0,ORANG,2020
1612,32,JAWA BARAT,SITU CIMEUHMAL,WISATAWAN MANCANEGARA,0,ORANG,2020
1613,32,JAWA BARAT,PINUS PANANJUNG,WISATAWAN NUSANTARA,0,ORANG,2020
1614,32,JAWA BARAT,PINUS PANANJUNG,WISATAWAN MANCANEGARA,0,ORANG,2020
1615,32,JAWA BARAT,SANGHYANG HEULEUT,WISATAWAN NUSANTARA,0,ORANG,2020
1616,32,JAWA BARAT,SANGHYANG HEULEUT,WISATAWAN MANCANEGARA,0,ORANG,2020
1617,32,JAWA BARAT,PUNCAK GANTOLE,WISATAWAN NUSANTARA,0,ORANG,2020
