id,kode_provinsi,nama_provinsi,pengelola_kawasan,jenis_wisatawan,jumlah_wisatawan,satuan,tahun
663,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2018
664,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2018
665,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2018
666,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2018
667,32,JAWA BARAT,CISALADA,WISATAWAN NUSANTARA,0,ORANG,2018
668,32,JAWA BARAT,CISALADA,WISATAWAN MANCANEGARA,0,ORANG,2018
669,32,JAWA BARAT,REST AREA SELAGEDANG,WISATAWAN NUSANTARA,0,ORANG,2018
670,32,JAWA BARAT,REST AREA SELAGEDANG,WISATAWAN MANCANEGARA,0,ORANG,2018
671,32,JAWA BARAT,BUPER CIWIDIG,WISATAWAN NUSANTARA,0,ORANG,2018
672,32,JAWA BARAT,BUPER CIWIDIG,WISATAWAN MANCANEGARA,0,ORANG,2018
673,32,JAWA BARAT,REST AREA SUKAMANAH,WISATAWAN NUSANTARA,0,ORANG,2018
674,32,JAWA BARAT,REST AREA SUKAMANAH,WISATAWAN MANCANEGARA,0,ORANG,2018
675,32,JAWA BARAT,SUKAMEKAR,WISATAWAN NUSANTARA,0,ORANG,2018
676,32,JAWA BARAT,SUKAMEKAR,WISATAWAN MANCANEGARA,0,ORANG,2018
677,32,JAWA BARAT,SUKADANA,WISATAWAN NUSANTARA,0,ORANG,2018
678,32,JAWA BARAT,SUKADANA,WISATAWAN MANCANEGARA,0,ORANG,2018
679,32,JAWA BARAT,REST AREA BALEGEDE,WISATAWAN NUSANTARA,0,ORANG,2018
680,32,JAWA BARAT,REST AREA BALEGEDE,WISATAWAN MANCANEGARA,0,ORANG,2018
681,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN NUSANTARA,0,ORANG,2018
682,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN MANCANEGARA,0,ORANG,2018
683,32,JAWA BARAT,CURUG CIGENTIS,WISATAWAN NUSANTARA,0,ORANG,2018
684,32,JAWA BARAT,CURUG CIGENTIS,WISATAWAN MANCANEGARA,0,ORANG,2018
685,32,JAWA BARAT,CIBUNGUR,WISATAWAN NUSANTARA,0,ORANG,2018
686,32,JAWA BARAT,CIBUNGUR,WISATAWAN MANCANEGARA,0,ORANG,2018
687,32,JAWA BARAT,PONDOK BALI,WISATAWAN NUSANTARA,0,ORANG,2018
688,32,JAWA BARAT,PONDOK BALI,WISATAWAN MANCANEGARA,0,ORANG,2018
689,32,JAWA BARAT,SEDARI,WISATAWAN NUSANTARA,0,ORANG,2018
690,32,JAWA BARAT,SEDARI,WISATAWAN MANCANEGARA,0,ORANG,2018
691,32,JAWA BARAT,CURUG TUJUH,WISATAWAN NUSANTARA,0,ORANG,2018
692,32,JAWA BARAT,CURUG TUJUH,WISATAWAN MANCANEGARA,0,ORANG,2018
693,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2018
694,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2018
695,32,JAWA BARAT,ORAY TAPA,WISATAWAN NUSANTARA,0,ORANG,2018
696,32,JAWA BARAT,ORAY TAPA,WISATAWAN MANCANEGARA,0,ORANG,2018
697,32,JAWA BARAT,CIKOLE JAYAGIRI RESORT & TREETOP,WISATAWAN NUSANTARA,0,ORANG,2018
698,32,JAWA BARAT,CIKOLE JAYAGIRI RESORT & TREETOP,WISATAWAN MANCANEGARA,0,ORANG,2018
699,32,JAWA BARAT,BATU KUDA,WISATAWAN NUSANTARA,0,ORANG,2018
700,32,JAWA BARAT,BATU KUDA,WISATAWAN MANCANEGARA,0,ORANG,2018
701,32,JAWA BARAT,LHI JAYAGIRI,WISATAWAN NUSANTARA,0,ORANG,2018
702,32,JAWA BARAT,LHI JAYAGIRI,WISATAWAN MANCANEGARA,0,ORANG,2018
703,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,0,ORANG,2018
704,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2018
705,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,0,ORANG,2018
706,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2018
707,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,4296,ORANG,2018
708,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2018
709,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN NUSANTARA,0,ORANG,2018
710,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN MANCANEGARA,0,ORANG,2018
711,32,JAWA BARAT,CURUG TILU LEUWI OPAT,WISATAWAN NUSANTARA,0,ORANG,2018
712,32,JAWA BARAT,CURUG TILU LEUWI OPAT,WISATAWAN MANCANEGARA,0,ORANG,2018
713,32,JAWA BARAT,CIWANGUN INDAH CAM (PARKIR),WISATAWAN NUSANTARA,0,ORANG,2018
714,32,JAWA BARAT,CIWANGUN INDAH CAM (PARKIR),WISATAWAN MANCANEGARA,0,ORANG,2018
715,32,JAWA BARAT,GRAFIKA CIKOLE,WISATAWAN NUSANTARA,0,ORANG,2018
716,32,JAWA BARAT,GRAFIKA CIKOLE,WISATAWAN MANCANEGARA,0,ORANG,2018
717,32,JAWA BARAT,WAR GAMES,WISATAWAN NUSANTARA,0,ORANG,2018
718,32,JAWA BARAT,WAR GAMES,WISATAWAN MANCANEGARA,0,ORANG,2018
719,32,JAWA BARAT,CURUG CIJALU,WISATAWAN NUSANTARA,0,ORANG,2018
720,32,JAWA BARAT,CURUG CIJALU,WISATAWAN MANCANEGARA,0,ORANG,2018
721,32,JAWA BARAT,TALAGA CIKAHURIPAN,WISATAWAN NUSANTARA,0,ORANG,2018
722,32,JAWA BARAT,TALAGA CIKAHURIPAN,WISATAWAN MANCANEGARA,0,ORANG,2018
723,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,0,ORANG,2018
724,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2018
725,32,JAWA BARAT,JOGING TRACK,WISATAWAN NUSANTARA,0,ORANG,2018
726,32,JAWA BARAT,JOGING TRACK,WISATAWAN MANCANEGARA,0,ORANG,2018
727,32,JAWA BARAT,CURUG CIBAREUBEUY,WISATAWAN NUSANTARA,0,ORANG,2018
728,32,JAWA BARAT,CURUG CIBAREUBEUY,WISATAWAN MANCANEGARA,0,ORANG,2018
729,32,JAWA BARAT,BUPER CIKOLE,WISATAWAN NUSANTARA,0,ORANG,2018
730,32,JAWA BARAT,BUPER CIKOLE,WISATAWAN MANCANEGARA,0,ORANG,2018
731,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2018
732,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2018
733,32,JAWA BARAT,GUNUNG PUNTANG,WISATAWAN NUSANTARA,0,ORANG,2018
734,32,JAWA BARAT,GUNUNG PUNTANG,WISATAWAN MANCANEGARA,0,ORANG,2018
735,32,JAWA BARAT,EMTE HIGHLAND (PARKIR),WISATAWAN NUSANTARA,0,ORANG,2018
736,32,JAWA BARAT,EMTE HIGHLAND (PARKIR),WISATAWAN MANCANEGARA,0,ORANG,2018
737,32,JAWA BARAT,KAMOJANG,WISATAWAN NUSANTARA,0,ORANG,2018
738,32,JAWA BARAT,KAMOJANG,WISATAWAN MANCANEGARA,0,ORANG,2018
739,32,JAWA BARAT,HULU SUNGAI CITARUM (CISANTI),WISATAWAN NUSANTARA,0,ORANG,2018
740,32,JAWA BARAT,HULU SUNGAI CITARUM (CISANTI),WISATAWAN MANCANEGARA,0,ORANG,2018
741,32,JAWA BARAT,CURUG SAWER,WISATAWAN NUSANTARA,0,ORANG,2018
742,32,JAWA BARAT,CURUG SAWER,WISATAWAN MANCANEGARA,0,ORANG,2018
743,32,JAWA BARAT,GN. PADANG,WISATAWAN NUSANTARA,0,ORANG,2018
744,32,JAWA BARAT,GN. PADANG,WISATAWAN MANCANEGARA,0,ORANG,2018
745,32,JAWA BARAT,PUNCELING,WISATAWAN NUSANTARA,0,ORANG,2018
746,32,JAWA BARAT,PUNCELING,WISATAWAN MANCANEGARA,0,ORANG,2018
747,32,JAWA BARAT,GUA PUTRI,WISATAWAN NUSANTARA,0,ORANG,2018
748,32,JAWA BARAT,GUA PUTRI,WISATAWAN MANCANEGARA,0,ORANG,2018
749,32,JAWA BARAT,OFF ROAD,WISATAWAN NUSANTARA,0,ORANG,2018
750,32,JAWA BARAT,OFF ROAD,WISATAWAN MANCANEGARA,0,ORANG,2018
751,32,JAWA BARAT,RAHONG,WISATAWAN NUSANTARA,0,ORANG,2018
752,32,JAWA BARAT,RAHONG,WISATAWAN MANCANEGARA,0,ORANG,2018
753,32,JAWA BARAT,BUPER TANGSI,WISATAWAN NUSANTARA,0,ORANG,2018
754,32,JAWA BARAT,BUPER TANGSI,WISATAWAN MANCANEGARA,0,ORANG,2018
755,32,JAWA BARAT,CURUG MALELA PARKIR,WISATAWAN NUSANTARA,0,ORANG,2018
756,32,JAWA BARAT,CURUG MALELA PARKIR,WISATAWAN MANCANEGARA,0,ORANG,2018
757,32,JAWA BARAT,CAFÃÂ DE FORET,WISATAWAN NUSANTARA,0,ORANG,2018
758,32,JAWA BARAT,CAFÃÂ DE FORET,WISATAWAN MANCANEGARA,0,ORANG,2018
759,32,JAWA BARAT,KPH GARUT,WISATAWAN NUSANTARA,0,ORANG,2018
760,32,JAWA BARAT,KPH GARUT,WISATAWAN MANCANEGARA,0,ORANG,2018
761,32,JAWA BARAT,CURUG OROK,WISATAWAN NUSANTARA,0,ORANG,2018
762,32,JAWA BARAT,CURUG OROK,WISATAWAN MANCANEGARA,0,ORANG,2018
763,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN NUSANTARA,0,ORANG,2018
764,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN MANCANEGARA,0,ORANG,2018
765,32,JAWA BARAT,CURUG SH TARAJE,WISATAWAN NUSANTARA,0,ORANG,2018
766,32,JAWA BARAT,CURUG SH TARAJE,WISATAWAN MANCANEGARA,0,ORANG,2018
767,32,JAWA BARAT,SITU KABUYUTAN,WISATAWAN NUSANTARA,0,ORANG,2018
768,32,JAWA BARAT,SITU KABUYUTAN,WISATAWAN MANCANEGARA,0,ORANG,2018
769,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN NUSANTARA,0,ORANG,2018
770,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN MANCANEGARA,0,ORANG,2018
771,32,JAWA BARAT,GALUNGGUNG,WISATAWAN NUSANTARA,0,ORANG,2018
772,32,JAWA BARAT,GALUNGGUNG,WISATAWAN MANCANEGARA,0,ORANG,2018
773,32,JAWA BARAT,REST AREA URUG,WISATAWAN NUSANTARA,0,ORANG,2018
774,32,JAWA BARAT,REST AREA URUG,WISATAWAN MANCANEGARA,0,ORANG,2018
775,32,JAWA BARAT,KPH CIAMIS,WISATAWAN NUSANTARA,0,ORANG,2018
776,32,JAWA BARAT,KPH CIAMIS,WISATAWAN MANCANEGARA,0,ORANG,2018
777,32,JAWA BARAT,CITUMANG,WISATAWAN NUSANTARA,86,ORANG,2018
778,32,JAWA BARAT,CITUMANG,WISATAWAN MANCANEGARA,0,ORANG,2018
779,32,JAWA BARAT,KARANGNINI,WISATAWAN NUSANTARA,43,ORANG,2018
780,32,JAWA BARAT,KARANGNINI,WISATAWAN MANCANEGARA,0,ORANG,2018
781,32,JAWA BARAT,PANGANDARAN,WISATAWAN NUSANTARA,221,ORANG,2018
782,32,JAWA BARAT,PANGANDARAN,WISATAWAN MANCANEGARA,0,ORANG,2018
783,32,JAWA BARAT,CURUG TUJUH CIBOLANG,WISATAWAN NUSANTARA,0,ORANG,2018
784,32,JAWA BARAT,CURUG TUJUH CIBOLANG,WISATAWAN MANCANEGARA,0,ORANG,2018
785,32,JAWA BARAT,DARMACAANG,WISATAWAN NUSANTARA,0,ORANG,2018
786,32,JAWA BARAT,DARMACAANG,WISATAWAN MANCANEGARA,0,ORANG,2018
787,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN NUSANTARA,0,ORANG,2018
788,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN MANCANEGARA,0,ORANG,2018
789,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN NUSANTARA,0,ORANG,2018
790,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN MANCANEGARA,0,ORANG,2018
791,32,JAWA BARAT,BUPER PAKEMBANGAN,WISATAWAN NUSANTARA,0,ORANG,2018
792,32,JAWA BARAT,BUPER PAKEMBANGAN,WISATAWAN MANCANEGARA,0,ORANG,2018
793,32,JAWA BARAT,TALAGA REMIS (SHARING DARI PEMDA),WISATAWAN NUSANTARA,0,ORANG,2018
794,32,JAWA BARAT,TALAGA REMIS (SHARING DARI PEMDA),WISATAWAN MANCANEGARA,0,ORANG,2018
795,32,JAWA BARAT,PALUTUNGAN,WISATAWAN NUSANTARA,0,ORANG,2018
796,32,JAWA BARAT,PALUTUNGAN,WISATAWAN MANCANEGARA,0,ORANG,2018
797,32,JAWA BARAT,PANIIS,WISATAWAN NUSANTARA,0,ORANG,2018
798,32,JAWA BARAT,PANIIS,WISATAWAN MANCANEGARA,0,ORANG,2018
799,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN NUSANTARA,0,ORANG,2018
800,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN MANCANEGARA,0,ORANG,2018
801,32,JAWA BARAT,BUPER TALAGA PANCAR,WISATAWAN NUSANTARA,0,ORANG,2018
802,32,JAWA BARAT,BUPER TALAGA PANCAR,WISATAWAN MANCANEGARA,0,ORANG,2018
803,32,JAWA BARAT,BUPER KAWAH SIMAUT,WISATAWAN NUSANTARA,0,ORANG,2018
804,32,JAWA BARAT,BUPER KAWAH SIMAUT,WISATAWAN MANCANEGARA,0,ORANG,2018
805,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN NUSANTARA,0,ORANG,2018
806,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN MANCANEGARA,0,ORANG,2018
807,32,JAWA BARAT,GUNUNG KUNCI,WISATAWAN NUSANTARA,0,ORANG,2018
808,32,JAWA BARAT,GUNUNG KUNCI,WISATAWAN MANCANEGARA,0,ORANG,2018
809,32,JAWA BARAT,CIGENDEL,WISATAWAN NUSANTARA,0,ORANG,2018
810,32,JAWA BARAT,CIGENDEL,WISATAWAN MANCANEGARA,0,ORANG,2018
811,32,JAWA BARAT,CIPANTEUNEUN,WISATAWAN NUSANTARA,0,ORANG,2018
812,32,JAWA BARAT,CIPANTEUNEUN,WISATAWAN MANCANEGARA,0,ORANG,2018
813,32,JAWA BARAT,CIPADAYUNGAN,WISATAWAN NUSANTARA,0,ORANG,2018
814,32,JAWA BARAT,CIPADAYUNGAN,WISATAWAN MANCANEGARA,0,ORANG,2018
815,32,JAWA BARAT,CIPUTRAWANGI,WISATAWAN NUSANTARA,0,ORANG,2018
816,32,JAWA BARAT,CIPUTRAWANGI,WISATAWAN MANCANEGARA,0,ORANG,2018
817,32,JAWA BARAT,PANIISAN,WISATAWAN NUSANTARA,0,ORANG,2018
818,32,JAWA BARAT,PANIISAN,WISATAWAN MANCANEGARA,0,ORANG,2018
819,32,JAWA BARAT,GENDENG,WISATAWAN NUSANTARA,0,ORANG,2018
820,32,JAWA BARAT,GENDENG,WISATAWAN MANCANEGARA,0,ORANG,2018
821,32,JAWA BARAT,BALAI BESAR TN. GN. GEDE PANGRANGO,WISATAWAN NUSANTARA,0,ORANG,2019
822,32,JAWA BARAT,BALAI BESAR TN. GN. GEDE PANGRANGO,WISATAWAN MANCANEGARA,0,ORANG,2019
823,32,JAWA BARAT,TN. GN. GEDE PANGRANGO,WISATAWAN NUSANTARA,1756,ORANG,2019
824,32,JAWA BARAT,TN. GN. GEDE PANGRANGO,WISATAWAN MANCANEGARA,0,ORANG,2019
825,32,JAWA BARAT,BALAI TN. GN. HALIMUN SALAK,WISATAWAN NUSANTARA,152,ORANG,2019
826,32,JAWA BARAT,BALAI TN. GN. HALIMUN SALAK,WISATAWAN MANCANEGARA,0,ORANG,2019
827,32,JAWA BARAT,TN. GN. HALIMUN SALAK,WISATAWAN NUSANTARA,0,ORANG,2019
828,32,JAWA BARAT,TN. GN. HALIMUN SALAK,WISATAWAN MANCANEGARA,0,ORANG,2019
829,32,JAWA BARAT,BALAI TN. GN. CIREMAI,WISATAWAN NUSANTARA,12,ORANG,2019
830,32,JAWA BARAT,BALAI TN. GN. CIREMAI,WISATAWAN MANCANEGARA,0,ORANG,2019
831,32,JAWA BARAT,TN. GN. CIREMAI,WISATAWAN NUSANTARA,0,ORANG,2019
832,32,JAWA BARAT,TN. GN. CIREMAI,WISATAWAN MANCANEGARA,0,ORANG,2019
833,32,JAWA BARAT,UPTD TAHURA IR. H. DJUANDA,WISATAWAN NUSANTARA,0,ORANG,2019
834,32,JAWA BARAT,UPTD TAHURA IR. H. DJUANDA,WISATAWAN MANCANEGARA,0,ORANG,2019
835,32,JAWA BARAT,TAHURA IR. H. DJUANDA,WISATAWAN NUSANTARA,3975,ORANG,2019
836,32,JAWA BARAT,TAHURA IR. H. DJUANDA,WISATAWAN MANCANEGARA,0,ORANG,2019
837,32,JAWA BARAT,TAHURA GN. KUNCI DAN PALASARI,WISATAWAN NUSANTARA,0,ORANG,2019
838,32,JAWA BARAT,TAHURA GN. KUNCI DAN PALASARI,WISATAWAN MANCANEGARA,0,ORANG,2019
839,32,JAWA BARAT,BALAI BESAR KSDA JABAR,WISATAWAN NUSANTARA,0,ORANG,2019
840,32,JAWA BARAT,BALAI BESAR KSDA JABAR,WISATAWAN MANCANEGARA,0,ORANG,2019
841,32,JAWA BARAT,TWA TANGKUBANPARAHU,WISATAWAN NUSANTARA,27866,ORANG,2019
842,32,JAWA BARAT,TWA TANGKUBANPARAHU,WISATAWAN MANCANEGARA,0,ORANG,2019
843,32,JAWA BARAT,TWA TELAGA PATENGAN,WISATAWAN NUSANTARA,3,ORANG,2019
844,32,JAWA BARAT,TWA TELAGA PATENGAN,WISATAWAN MANCANEGARA,0,ORANG,2019
845,32,JAWA BARAT,TWA CIMANGGU,WISATAWAN NUSANTARA,4,ORANG,2019
846,32,JAWA BARAT,TWA CIMANGGU,WISATAWAN MANCANEGARA,0,ORANG,2019
847,32,JAWA BARAT,TWA TELAGAWARNA,WISATAWAN NUSANTARA,531,ORANG,2019
848,32,JAWA BARAT,TWA TELAGAWARNA,WISATAWAN MANCANEGARA,0,ORANG,2019
849,32,JAWA BARAT,TWA GUNUNG PANCAR,WISATAWAN NUSANTARA,151,ORANG,2019
850,32,JAWA BARAT,TWA GUNUNG PANCAR,WISATAWAN MANCANEGARA,0,ORANG,2019
851,32,JAWA BARAT,TWA SUKAWAYANA,WISATAWAN NUSANTARA,0,ORANG,2019
852,32,JAWA BARAT,TWA SUKAWAYANA,WISATAWAN MANCANEGARA,0,ORANG,2019
853,32,JAWA BARAT,TWA KAMOJANG,WISATAWAN NUSANTARA,42,ORANG,2019
854,32,JAWA BARAT,TWA KAMOJANG,WISATAWAN MANCANEGARA,0,ORANG,2019
855,32,JAWA BARAT,TWA PANGANDARAN,WISATAWAN NUSANTARA,104,ORANG,2019
856,32,JAWA BARAT,TWA PANGANDARAN,WISATAWAN MANCANEGARA,0,ORANG,2019
857,32,JAWA BARAT,TWA PAPANDAYAN,WISATAWAN NUSANTARA,502,ORANG,2019
858,32,JAWA BARAT,TWA PAPANDAYAN,WISATAWAN MANCANEGARA,0,ORANG,2019
859,32,JAWA BARAT,TWA GUNUNG GUNTUR,WISATAWAN NUSANTARA,24,ORANG,2019
860,32,JAWA BARAT,TWA GUNUNG GUNTUR,WISATAWAN MANCANEGARA,0,ORANG,2019
861,32,JAWA BARAT,TWA JEMBER,WISATAWAN NUSANTARA,0,ORANG,2019
862,32,JAWA BARAT,TWA JEMBER,WISATAWAN MANCANEGARA,0,ORANG,2019
863,32,JAWA BARAT,TWA TALAGABODAS,WISATAWAN NUSANTARA,10,ORANG,2019
864,32,JAWA BARAT,TWA TALAGABODAS,WISATAWAN MANCANEGARA,0,ORANG,2019
865,32,JAWA BARAT,TWA TAMPOMAS,WISATAWAN NUSANTARA,0,ORANG,2019
866,32,JAWA BARAT,TWA TAMPOMAS,WISATAWAN MANCANEGARA,0,ORANG,2019
867,32,JAWA BARAT,TWA LINGGARJATI,WISATAWAN NUSANTARA,0,ORANG,2019
868,32,JAWA BARAT,TWA LINGGARJATI,WISATAWAN MANCANEGARA,0,ORANG,2019
869,32,JAWA BARAT,TB MASIGIT KAREUMBI,WISATAWAN NUSANTARA,0,ORANG,2019
870,32,JAWA BARAT,TB MASIGIT KAREUMBI,WISATAWAN MANCANEGARA,0,ORANG,2019
871,32,JAWA BARAT,PERUM PERHUTANI DIVISI REGIONAL JABAR-BANTEN,WISATAWAN NUSANTARA,0,ORANG,2019
872,32,JAWA BARAT,PERUM PERHUTANI DIVISI REGIONAL JABAR-BANTEN,WISATAWAN MANCANEGARA,0,ORANG,2019
873,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN NUSANTARA,0,ORANG,2019
874,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN MANCANEGARA,0,ORANG,2019
875,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN NUSANTARA,16103,ORANG,2019
876,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN MANCANEGARA,0,ORANG,2019
877,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN NUSANTARA,40565,ORANG,2019
878,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN MANCANEGARA,0,ORANG,2019
879,32,JAWA BARAT,CIMANGGU,WISATAWAN NUSANTARA,4,ORANG,2019
880,32,JAWA BARAT,CIMANGGU,WISATAWAN MANCANEGARA,0,ORANG,2019
881,32,JAWA BARAT,KAMPUNG CAI RANCA UPAS,WISATAWAN NUSANTARA,1117,ORANG,2019
882,32,JAWA BARAT,KAMPUNG CAI RANCA UPAS,WISATAWAN MANCANEGARA,0,ORANG,2019
883,32,JAWA BARAT,PATUHA RESORT,WISATAWAN NUSANTARA,0,ORANG,2019
884,32,JAWA BARAT,PATUHA RESORT,WISATAWAN MANCANEGARA,0,ORANG,2019
885,32,JAWA BARAT,CIKOLE JAYAGIRI,WISATAWAN NUSANTARA,0,ORANG,2019
886,32,JAWA BARAT,CIKOLE JAYAGIRI,WISATAWAN MANCANEGARA,0,ORANG,2019
887,32,JAWA BARAT,GALUNGGUNG,WISATAWAN NUSANTARA,150,ORANG,2019
888,32,JAWA BARAT,GALUNGGUNG,WISATAWAN MANCANEGARA,0,ORANG,2019
889,32,JAWA BARAT,CURUG PANJANG,WISATAWAN NUSANTARA,281,ORANG,2019
890,32,JAWA BARAT,CURUG PANJANG,WISATAWAN MANCANEGARA,0,ORANG,2019
891,32,JAWA BARAT,KARAHA BODAS,WISATAWAN NUSANTARA,0,ORANG,2019
892,32,JAWA BARAT,KARAHA BODAS,WISATAWAN MANCANEGARA,0,ORANG,2019
893,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2019
894,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2019
895,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,0,ORANG,2019
896,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,0,ORANG,2019
897,32,JAWA BARAT,BUPER CITAMIANG,WISATAWAN NUSANTARA,0,ORANG,2019
898,32,JAWA BARAT,BUPER CITAMIANG,WISATAWAN MANCANEGARA,0,ORANG,2019
899,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN NUSANTARA,97,ORANG,2019
900,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN MANCANEGARA,0,ORANG,2019
901,32,JAWA BARAT,CURUG CIHERANG,WISATAWAN NUSANTARA,0,ORANG,2019
902,32,JAWA BARAT,CURUG CIHERANG,WISATAWAN MANCANEGARA,0,ORANG,2019
903,32,JAWA BARAT,CURUG CIBEUREUM,WISATAWAN NUSANTARA,0,ORANG,2019
904,32,JAWA BARAT,CURUG CIBEUREUM,WISATAWAN MANCANEGARA,0,ORANG,2019
905,32,JAWA BARAT,CARIU/ PENANGKARAN RUSA,WISATAWAN NUSANTARA,0,ORANG,2019
906,32,JAWA BARAT,CARIU/ PENANGKARAN RUSA,WISATAWAN MANCANEGARA,0,ORANG,2019
907,32,JAWA BARAT,SENTUL EETF,WISATAWAN NUSANTARA,0,ORANG,2019
908,32,JAWA BARAT,SENTUL EETF,WISATAWAN MANCANEGARA,0,ORANG,2019
909,32,JAWA BARAT,CURUG BARONG LEUWI HEJO,WISATAWAN NUSANTARA,0,ORANG,2019
910,32,JAWA BARAT,CURUG BARONG LEUWI HEJO,WISATAWAN MANCANEGARA,0,ORANG,2019
911,32,JAWA BARAT,PUNCAK KONDANG,WISATAWAN NUSANTARA,0,ORANG,2019
912,32,JAWA BARAT,PUNCAK KONDANG,WISATAWAN MANCANEGARA,0,ORANG,2019
913,32,JAWA BARAT,CURUG PUTRI KENCANA,WISATAWAN NUSANTARA,0,ORANG,2019
914,32,JAWA BARAT,CURUG PUTRI KENCANA,WISATAWAN MANCANEGARA,0,ORANG,2019
915,32,JAWA BARAT,BARU JERUK,WISATAWAN NUSANTARA,0,ORANG,2019
916,32,JAWA BARAT,BARU JERUK,WISATAWAN MANCANEGARA,0,ORANG,2019
917,32,JAWA BARAT,GN. KENCANA,WISATAWAN NUSANTARA,0,ORANG,2019
918,32,JAWA BARAT,GN. KENCANA,WISATAWAN MANCANEGARA,0,ORANG,2019
919,32,JAWA BARAT,PANORAMA PABANGBON,WISATAWAN NUSANTARA,16,ORANG,2019
920,32,JAWA BARAT,PANORAMA PABANGBON,WISATAWAN MANCANEGARA,0,ORANG,2019
921,32,JAWA BARAT,BUKIT BINTANG,WISATAWAN NUSANTARA,0,ORANG,2019
922,32,JAWA BARAT,BUKIT BINTANG,WISATAWAN MANCANEGARA,0,ORANG,2019
923,32,JAWA BARAT,PUNCAK LANGIT,WISATAWAN NUSANTARA,0,ORANG,2019
924,32,JAWA BARAT,PUNCAK LANGIT,WISATAWAN MANCANEGARA,0,ORANG,2019
925,32,JAWA BARAT,GALUH,WISATAWAN NUSANTARA,0,ORANG,2019
926,32,JAWA BARAT,GALUH,WISATAWAN MANCANEGARA,0,ORANG,2019
927,32,JAWA BARAT,PAWAJA,WISATAWAN NUSANTARA,0,ORANG,2019
928,32,JAWA BARAT,PAWAJA,WISATAWAN MANCANEGARA,0,ORANG,2019
929,32,JAWA BARAT,GUNUNG DAGO,WISATAWAN NUSANTARA,0,ORANG,2019
930,32,JAWA BARAT,GUNUNG DAGO,WISATAWAN MANCANEGARA,0,ORANG,2019
931,32,JAWA BARAT,WA GN SEUREUH,WISATAWAN NUSANTARA,0,ORANG,2019
932,32,JAWA BARAT,WA GN SEUREUH,WISATAWAN MANCANEGARA,0,ORANG,2019
933,32,JAWA BARAT,ASTOR,WISATAWAN NUSANTARA,0,ORANG,2019
934,32,JAWA BARAT,ASTOR,WISATAWAN MANCANEGARA,0,ORANG,2019
935,32,JAWA BARAT,GUNUNG DAGUAN,WISATAWAN NUSANTARA,0,ORANG,2019
