id,kode_provinsi,nama_provinsi,pengelola_kawasan,jenis_wisatawan,jumlah_wisatawan,satuan,tahun,tipe_pengelola
780,32,JAWA BARAT,KARANGNINI,WISATAWAN MANCANEGARA,0,ORANG,2018,LAINNYA
779,32,JAWA BARAT,KARANGNINI,WISATAWAN NUSANTARA,43,ORANG,2018,LAINNYA
1016,32,JAWA BARAT,KATUMBIRI,WISATAWAN MANCANEGARA,0,ORANG,2019,LAINNYA
1015,32,JAWA BARAT,KATUMBIRI,WISATAWAN NUSANTARA,0,ORANG,2019,LAINNYA
1486,32,JAWA BARAT,KATUMBIRI,WISATAWAN MANCANEGARA,0,ORANG,2020,LAINNYA
1485,32,JAWA BARAT,KATUMBIRI,WISATAWAN NUSANTARA,0,ORANG,2020,LAINNYA
1956,32,JAWA BARAT,KATUMBIRI,WISATAWAN MANCANEGARA,0,ORANG,2021,LAINNYA
1955,32,JAWA BARAT,KATUMBIRI,WISATAWAN NUSANTARA,0,ORANG,2021,LAINNYA
2426,32,JAWA BARAT,KATUMBIRI,WISATAWAN MANCANEGARA,0,ORANG,2022,LAINNYA
2425,32,JAWA BARAT,KATUMBIRI,WISATAWAN NUSANTARA,0,ORANG,2022,LAINNYA
876,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN MANCANEGARA,0,ORANG,2019,LAINNYA
875,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN NUSANTARA,16103,ORANG,2019,LAINNYA
1346,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN MANCANEGARA,0,ORANG,2020,LAINNYA
1345,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN NUSANTARA,16103,ORANG,2020,LAINNYA
1816,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN MANCANEGARA,0,ORANG,2021,LAINNYA
1815,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN NUSANTARA,0,ORANG,2021,LAINNYA
2286,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN MANCANEGARA,0,ORANG,2022,LAINNYA
2285,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN NUSANTARA,0,ORANG,2022,LAINNYA
60,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN MANCANEGARA,0,ORANG,2016,PERHUTANI
59,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN NUSANTARA,0,ORANG,2016,PERHUTANI
348,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN MANCANEGARA,0,ORANG,2017,PERHUTANI
347,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN NUSANTARA,0,ORANG,2017,PERHUTANI
612,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN MANCANEGARA,0,ORANG,2018,PERHUTANI
611,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN NUSANTARA,0,ORANG,2018,PERHUTANI
874,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
873,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1344,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1343,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
1814,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
1813,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2284,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2283,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
1190,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN MANCANEGARA,0,ORANG,2019,LAINNYA
1189,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN NUSANTARA,0,ORANG,2019,LAINNYA
1660,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN MANCANEGARA,0,ORANG,2020,LAINNYA
1659,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN NUSANTARA,0,ORANG,2020,LAINNYA
2130,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN MANCANEGARA,0,ORANG,2021,LAINNYA
2129,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN NUSANTARA,0,ORANG,2021,LAINNYA
2600,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN MANCANEGARA,0,ORANG,2022,LAINNYA
2599,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN NUSANTARA,0,ORANG,2022,LAINNYA
192,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2016,KPH
191,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2016,KPH
468,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2017,KPH
467,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2017,KPH
732,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2018,KPH
731,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2018,KPH
1112,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2019,KPH
1111,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2019,KPH
1582,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2020,KPH
1581,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2020,KPH
2052,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2021,KPH
2051,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2021,KPH
2522,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2022,KPH
2521,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2022,KPH
152,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2016,KPH
151,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2016,KPH
430,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2017,KPH
429,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2017,KPH
694,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2018,KPH
693,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2018,KPH
1032,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2019,KPH
1031,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2019,KPH
1502,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2020,KPH
1501,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2020,KPH
1972,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2021,KPH
1971,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2021,KPH
2442,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2022,KPH
2441,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2022,KPH
80,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2016,KPH
79,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2016,KPH
366,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2017,KPH
365,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2017,KPH
630,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2018,KPH
629,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2018,KPH
894,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2019,KPH
893,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2019,KPH
1364,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2020,KPH
1363,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2020,KPH
1834,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2021,KPH
1833,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2021,KPH
2304,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2022,KPH
2303,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2022,KPH
242,32,JAWA BARAT,KPH CIAMIS,WISATAWAN MANCANEGARA,0,ORANG,2016,KPH
241,32,JAWA BARAT,KPH CIAMIS,WISATAWAN NUSANTARA,0,ORANG,2016,KPH
512,32,JAWA BARAT,KPH CIAMIS,WISATAWAN MANCANEGARA,0,ORANG,2017,KPH
511,32,JAWA BARAT,KPH CIAMIS,WISATAWAN NUSANTARA,0,ORANG,2017,KPH
776,32,JAWA BARAT,KPH CIAMIS,WISATAWAN MANCANEGARA,0,ORANG,2018,KPH
775,32,JAWA BARAT,KPH CIAMIS,WISATAWAN NUSANTARA,0,ORANG,2018,KPH
1220,32,JAWA BARAT,KPH CIAMIS,WISATAWAN MANCANEGARA,0,ORANG,2019,KPH
1219,32,JAWA BARAT,KPH CIAMIS,WISATAWAN NUSANTARA,0,ORANG,2019,KPH
1690,32,JAWA BARAT,KPH CIAMIS,WISATAWAN MANCANEGARA,0,ORANG,2020,KPH
1689,32,JAWA BARAT,KPH CIAMIS,WISATAWAN NUSANTARA,0,ORANG,2020,KPH
2160,32,JAWA BARAT,KPH CIAMIS,WISATAWAN MANCANEGARA,0,ORANG,2021,KPH
2159,32,JAWA BARAT,KPH CIAMIS,WISATAWAN NUSANTARA,0,ORANG,2021,KPH
2630,32,JAWA BARAT,KPH CIAMIS,WISATAWAN MANCANEGARA,0,ORANG,2022,KPH
2629,32,JAWA BARAT,KPH CIAMIS,WISATAWAN NUSANTARA,0,ORANG,2022,KPH
118,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2016,KPH
117,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2016,KPH
400,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2017,KPH
399,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2017,KPH
664,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2018,KPH
663,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2018,KPH
954,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2019,KPH
953,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2019,KPH
1424,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2020,KPH
1423,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2020,KPH
1894,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2021,KPH
1893,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2021,KPH
2364,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2022,KPH
2363,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2022,KPH
222,32,JAWA BARAT,KPH GARUT,WISATAWAN MANCANEGARA,0,ORANG,2016,KPH
221,32,JAWA BARAT,KPH GARUT,WISATAWAN NUSANTARA,0,ORANG,2016,KPH
496,32,JAWA BARAT,KPH GARUT,WISATAWAN MANCANEGARA,0,ORANG,2017,KPH
495,32,JAWA BARAT,KPH GARUT,WISATAWAN NUSANTARA,0,ORANG,2017,KPH
760,32,JAWA BARAT,KPH GARUT,WISATAWAN MANCANEGARA,0,ORANG,2018,KPH
759,32,JAWA BARAT,KPH GARUT,WISATAWAN NUSANTARA,0,ORANG,2018,KPH
1154,32,JAWA BARAT,KPH GARUT,WISATAWAN MANCANEGARA,0,ORANG,2019,KPH
1153,32,JAWA BARAT,KPH GARUT,WISATAWAN NUSANTARA,0,ORANG,2019,KPH
1624,32,JAWA BARAT,KPH GARUT,WISATAWAN MANCANEGARA,0,ORANG,2020,KPH
1623,32,JAWA BARAT,KPH GARUT,WISATAWAN NUSANTARA,0,ORANG,2020,KPH
2094,32,JAWA BARAT,KPH GARUT,WISATAWAN MANCANEGARA,0,ORANG,2021,KPH
2093,32,JAWA BARAT,KPH GARUT,WISATAWAN NUSANTARA,0,ORANG,2021,KPH
2564,32,JAWA BARAT,KPH GARUT,WISATAWAN MANCANEGARA,0,ORANG,2022,KPH
2563,32,JAWA BARAT,KPH GARUT,WISATAWAN NUSANTARA,0,ORANG,2022,KPH
1286,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN MANCANEGARA,0,ORANG,2019,KPH
1285,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN NUSANTARA,0,ORANG,2019,KPH
1756,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN MANCANEGARA,0,ORANG,2020,KPH
1755,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN NUSANTARA,0,ORANG,2020,KPH
2226,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN MANCANEGARA,0,ORANG,2021,KPH
2225,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN NUSANTARA,0,ORANG,2021,KPH
2696,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN MANCANEGARA,0,ORANG,2022,KPH
2695,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN NUSANTARA,0,ORANG,2022,KPH
258,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN MANCANEGARA,0,ORANG,2016,KPH
257,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN NUSANTARA,0,ORANG,2016,KPH
526,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN MANCANEGARA,0,ORANG,2017,KPH
525,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN NUSANTARA,0,ORANG,2017,KPH
790,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN MANCANEGARA,0,ORANG,2018,KPH
789,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN NUSANTARA,0,ORANG,2018,KPH
1242,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN MANCANEGARA,0,ORANG,2019,KPH
1241,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN NUSANTARA,0,ORANG,2019,KPH
1712,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN MANCANEGARA,0,ORANG,2020,KPH
1711,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN NUSANTARA,0,ORANG,2020,KPH
2182,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN MANCANEGARA,0,ORANG,2021,KPH
2181,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN NUSANTARA,0,ORANG,2021,KPH
2652,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN MANCANEGARA,0,ORANG,2022,KPH
2651,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN NUSANTARA,0,ORANG,2022,KPH
270,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN MANCANEGARA,0,ORANG,2016,KPH
269,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN NUSANTARA,0,ORANG,2016,KPH
536,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN MANCANEGARA,0,ORANG,2017,KPH
535,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN NUSANTARA,0,ORANG,2017,KPH
800,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN MANCANEGARA,0,ORANG,2018,KPH
799,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN NUSANTARA,0,ORANG,2018,KPH
1256,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN MANCANEGARA,0,ORANG,2019,KPH
1255,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN NUSANTARA,0,ORANG,2019,KPH
1726,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN MANCANEGARA,0,ORANG,2020,KPH
1725,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN NUSANTARA,0,ORANG,2020,KPH
2196,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN MANCANEGARA,0,ORANG,2021,KPH
2195,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN NUSANTARA,0,ORANG,2021,KPH
2666,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN MANCANEGARA,0,ORANG,2022,KPH
2665,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN NUSANTARA,0,ORANG,2022,KPH
138,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN MANCANEGARA,0,ORANG,2016,KPH
137,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN NUSANTARA,0,ORANG,2016,KPH
418,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN MANCANEGARA,0,ORANG,2017,KPH
417,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN NUSANTARA,0,ORANG,2017,KPH
682,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN MANCANEGARA,0,ORANG,2018,KPH
681,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN NUSANTARA,0,ORANG,2018,KPH
974,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN MANCANEGARA,0,ORANG,2019,KPH
973,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN NUSANTARA,0,ORANG,2019,KPH
1444,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN MANCANEGARA,0,ORANG,2020,KPH
1443,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN NUSANTARA,0,ORANG,2020,KPH
1914,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN MANCANEGARA,0,ORANG,2021,KPH
1913,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN NUSANTARA,0,ORANG,2021,KPH
2384,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN MANCANEGARA,0,ORANG,2022,KPH
2383,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN NUSANTARA,0,ORANG,2022,KPH
108,32,JAWA BARAT,KPH SUKABUMI,WISATAWAN MANCANEGARA,0,ORANG,2016,KPH
107,32,JAWA BARAT,KPH SUKABUMI,WISATAWAN NUSANTARA,0,ORANG,2016,KPH
392,32,JAWA BARAT,KPH SUKABUMI,WISATAWAN MANCANEGARA,0,ORANG,2017,KPH
391,32,JAWA BARAT,KPH SUKABUMI,WISATAWAN NUSANTARA,0,ORANG,2017,KPH
656,32,JAWA BARAT,KPH SUKABUMI,WISATAWAN MANCANEGARA,0,ORANG,2018,KPH
655,32,JAWA BARAT,KPH SUKABUMI,WISATAWAN NUSANTARA,0,ORANG,2018,KPH
278,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN MANCANEGARA,0,ORANG,2016,KPH
277,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN NUSANTARA,0,ORANG,2016,KPH
542,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN MANCANEGARA,0,ORANG,2017,KPH
541,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN NUSANTARA,0,ORANG,2017,KPH
806,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN MANCANEGARA,0,ORANG,2018,KPH
805,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN NUSANTARA,0,ORANG,2018,KPH
1268,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN MANCANEGARA,0,ORANG,2019,KPH
1267,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN NUSANTARA,0,ORANG,2019,KPH
1738,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN MANCANEGARA,0,ORANG,2020,KPH
1737,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN NUSANTARA,0,ORANG,2020,KPH
2208,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN MANCANEGARA,0,ORANG,2021,KPH
2207,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN NUSANTARA,0,ORANG,2021,KPH
2678,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN MANCANEGARA,0,ORANG,2022,KPH
2677,32,JAWA BARAT,KPH SUMEDANG,WISATAWAN NUSANTARA,0,ORANG,2022,KPH
234,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN MANCANEGARA,0,ORANG,2016,KPH
233,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN NUSANTARA,0,ORANG,2016,KPH
506,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN MANCANEGARA,0,ORANG,2017,KPH
505,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN NUSANTARA,0,ORANG,2017,KPH
770,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN MANCANEGARA,0,ORANG,2018,KPH
769,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN NUSANTARA,0,ORANG,2018,KPH
1198,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN MANCANEGARA,0,ORANG,2019,KPH
1197,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN NUSANTARA,0,ORANG,2019,KPH
1668,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN MANCANEGARA,0,ORANG,2020,KPH
1667,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN NUSANTARA,0,ORANG,2020,KPH
2138,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN MANCANEGARA,0,ORANG,2021,KPH
2137,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN NUSANTARA,0,ORANG,2021,KPH
2608,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN MANCANEGARA,0,ORANG,2022,KPH
2607,32,JAWA BARAT,KPH TASIKMALAYA,WISATAWAN NUSANTARA,0,ORANG,2022,KPH
1138,32,JAWA BARAT,KRAMAT GANTUNG,WISATAWAN MANCANEGARA,0,ORANG,2019,LAINNYA
1137,32,JAWA BARAT,KRAMAT GANTUNG,WISATAWAN NUSANTARA,0,ORANG,2019,LAINNYA
1608,32,JAWA BARAT,KRAMAT GANTUNG,WISATAWAN MANCANEGARA,0,ORANG,2020,LAINNYA
1607,32,JAWA BARAT,KRAMAT GANTUNG,WISATAWAN NUSANTARA,0,ORANG,2020,LAINNYA
2078,32,JAWA BARAT,KRAMAT GANTUNG,WISATAWAN MANCANEGARA,0,ORANG,2021,LAINNYA
2077,32,JAWA BARAT,KRAMAT GANTUNG,WISATAWAN NUSANTARA,0,ORANG,2021,LAINNYA
2548,32,JAWA BARAT,KRAMAT GANTUNG,WISATAWAN MANCANEGARA,0,ORANG,2022,LAINNYA
2547,32,JAWA BARAT,KRAMAT GANTUNG,WISATAWAN NUSANTARA,0,ORANG,2022,LAINNYA
1140,32,JAWA BARAT,LAWANG,WISATAWAN MANCANEGARA,0,ORANG,2019,LAINNYA
1139,32,JAWA BARAT,LAWANG,WISATAWAN NUSANTARA,0,ORANG,2019,LAINNYA
1610,32,JAWA BARAT,LAWANG,WISATAWAN MANCANEGARA,0,ORANG,2020,LAINNYA
1609,32,JAWA BARAT,LAWANG,WISATAWAN NUSANTARA,0,ORANG,2020,LAINNYA
2080,32,JAWA BARAT,LAWANG,WISATAWAN MANCANEGARA,0,ORANG,2021,LAINNYA
2079,32,JAWA BARAT,LAWANG,WISATAWAN NUSANTARA,0,ORANG,2021,LAINNYA
2550,32,JAWA BARAT,LAWANG,WISATAWAN MANCANEGARA,0,ORANG,2022,LAINNYA
2549,32,JAWA BARAT,LAWANG,WISATAWAN NUSANTARA,0,ORANG,2022,LAINNYA
1088,32,JAWA BARAT,LEGOK ODAH,WISATAWAN MANCANEGARA,0,ORANG,2019,LAINNYA
1087,32,JAWA BARAT,LEGOK ODAH,WISATAWAN NUSANTARA,0,ORANG,2019,LAINNYA
1558,32,JAWA BARAT,LEGOK ODAH,WISATAWAN MANCANEGARA,0,ORANG,2020,LAINNYA
1557,32,JAWA BARAT,LEGOK ODAH,WISATAWAN NUSANTARA,0,ORANG,2020,LAINNYA
2028,32,JAWA BARAT,LEGOK ODAH,WISATAWAN MANCANEGARA,0,ORANG,2021,LAINNYA
2027,32,JAWA BARAT,LEGOK ODAH,WISATAWAN NUSANTARA,0,ORANG,2021,LAINNYA
2498,32,JAWA BARAT,LEGOK ODAH,WISATAWAN MANCANEGARA,0,ORANG,2022,LAINNYA
2497,32,JAWA BARAT,LEGOK ODAH,WISATAWAN NUSANTARA,0,ORANG,2022,LAINNYA
1096,32,JAWA BARAT,LEMBAH PINUS SUKAWANA,WISATAWAN MANCANEGARA,0,ORANG,2019,LAINNYA
1095,32,JAWA BARAT,LEMBAH PINUS SUKAWANA,WISATAWAN NUSANTARA,0,ORANG,2019,LAINNYA
1566,32,JAWA BARAT,LEMBAH PINUS SUKAWANA,WISATAWAN MANCANEGARA,0,ORANG,2020,LAINNYA
1565,32,JAWA BARAT,LEMBAH PINUS SUKAWANA,WISATAWAN NUSANTARA,0,ORANG,2020,LAINNYA
2036,32,JAWA BARAT,LEMBAH PINUS SUKAWANA,WISATAWAN MANCANEGARA,0,ORANG,2021,LAINNYA
2035,32,JAWA BARAT,LEMBAH PINUS SUKAWANA,WISATAWAN NUSANTARA,0,ORANG,2021,LAINNYA
2506,32,JAWA BARAT,LEMBAH PINUS SUKAWANA,WISATAWAN MANCANEGARA,0,ORANG,2022,LAINNYA
2505,32,JAWA BARAT,LEMBAH PINUS SUKAWANA,WISATAWAN NUSANTARA,0,ORANG,2022,LAINNYA
988,32,JAWA BARAT,LENGKOP PARANGBONG,WISATAWAN MANCANEGARA,0,ORANG,2019,LAINNYA
987,32,JAWA BARAT,LENGKOP PARANGBONG,WISATAWAN NUSANTARA,0,ORANG,2019,LAINNYA
1458,32,JAWA BARAT,LENGKOP PARANGBONG,WISATAWAN MANCANEGARA,0,ORANG,2020,LAINNYA
1457,32,JAWA BARAT,LENGKOP PARANGBONG,WISATAWAN NUSANTARA,0,ORANG,2020,LAINNYA
1928,32,JAWA BARAT,LENGKOP PARANGBONG,WISATAWAN MANCANEGARA,0,ORANG,2021,LAINNYA
1927,32,JAWA BARAT,LENGKOP PARANGBONG,WISATAWAN NUSANTARA,0,ORANG,2021,LAINNYA
2398,32,JAWA BARAT,LENGKOP PARANGBONG,WISATAWAN MANCANEGARA,0,ORANG,2022,LAINNYA
2397,32,JAWA BARAT,LENGKOP PARANGBONG,WISATAWAN NUSANTARA,0,ORANG,2022,LAINNYA
