id,kode_provinsi,nama_provinsi,pengelola_kawasan,jenis_wisatawan,jumlah_wisatawan,satuan,tahun,tipe_pengelola
455,32,JAWA BARAT,CURUG CIJALU,WISATAWAN NUSANTARA,0,ORANG,2017,PERHUTANI
720,32,JAWA BARAT,CURUG CIJALU,WISATAWAN MANCANEGARA,0,ORANG,2018,PERHUTANI
719,32,JAWA BARAT,CURUG CIJALU,WISATAWAN NUSANTARA,0,ORANG,2018,PERHUTANI
1040,32,JAWA BARAT,CURUG CIJALU,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
1039,32,JAWA BARAT,CURUG CIJALU,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1510,32,JAWA BARAT,CURUG CIJALU,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1509,32,JAWA BARAT,CURUG CIJALU,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
1980,32,JAWA BARAT,CURUG CIJALU,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
1979,32,JAWA BARAT,CURUG CIJALU,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2450,32,JAWA BARAT,CURUG CIJALU,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2449,32,JAWA BARAT,CURUG CIJALU,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
162,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2016,PERHUTANI
161,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,40074,ORANG,2016,PERHUTANI
440,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2017,PERHUTANI
439,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,0,ORANG,2017,PERHUTANI
704,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2018,PERHUTANI
703,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,0,ORANG,2018,PERHUTANI
1042,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
1041,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1512,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1511,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
1982,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
1981,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2452,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2451,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
878,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
877,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN NUSANTARA,40565,ORANG,2019,PERHUTANI
1348,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1347,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN NUSANTARA,40565,ORANG,2020,PERHUTANI
1818,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
1817,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2288,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2287,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
182,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2016,PERHUTANI
181,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,21781,ORANG,2016,PERHUTANI
460,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2017,PERHUTANI
459,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,0,ORANG,2017,PERHUTANI
724,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2018,PERHUTANI
723,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,0,ORANG,2018,PERHUTANI
1048,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
1047,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1518,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1517,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
1988,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
1987,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2458,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2457,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
166,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2016,PERHUTANI
165,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,27793,ORANG,2016,PERHUTANI
444,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2017,PERHUTANI
443,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,2747,ORANG,2017,PERHUTANI
708,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2018,PERHUTANI
707,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,4296,ORANG,2018,PERHUTANI
1034,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
1033,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,3202,ORANG,2019,PERHUTANI
1504,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1503,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,3202,ORANG,2020,PERHUTANI
1974,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
1973,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2444,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2443,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
1206,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
1205,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1676,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1675,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
2146,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
2145,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2616,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2615,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
900,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
899,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN NUSANTARA,97,ORANG,2019,PERHUTANI
1370,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1369,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN NUSANTARA,97,ORANG,2020,PERHUTANI
1840,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
1839,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2310,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2309,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
100,32,JAWA BARAT,CURUG CIPAMINGLIS,WISATAWAN MANCANEGARA,0,ORANG,2016,PERHUTANI
99,32,JAWA BARAT,CURUG CIPAMINGLIS,WISATAWAN NUSANTARA,15961,ORANG,2016,PERHUTANI
386,32,JAWA BARAT,CURUG CIPAMINGLIS,WISATAWAN MANCANEGARA,0,ORANG,2017,PERHUTANI
385,32,JAWA BARAT,CURUG CIPAMINGLIS,WISATAWAN NUSANTARA,113,ORANG,2017,PERHUTANI
650,32,JAWA BARAT,CURUG CIPAMINGLIS,WISATAWAN MANCANEGARA,0,ORANG,2018,PERHUTANI
649,32,JAWA BARAT,CURUG CIPAMINGLIS,WISATAWAN NUSANTARA,0,ORANG,2018,PERHUTANI
1008,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
1007,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1478,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1477,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
1948,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
1947,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2418,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2417,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
1214,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
1213,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1684,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1683,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
2154,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
2153,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2624,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2623,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
1176,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
1175,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1646,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1645,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
2116,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
2115,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2586,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2585,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
90,32,JAWA BARAT,CURUG CISUREN,WISATAWAN MANCANEGARA,34,ORANG,2016,PERHUTANI
89,32,JAWA BARAT,CURUG CISUREN,WISATAWAN NUSANTARA,145882,ORANG,2016,PERHUTANI
376,32,JAWA BARAT,CURUG CISUREN,WISATAWAN MANCANEGARA,0,ORANG,2017,PERHUTANI
375,32,JAWA BARAT,CURUG CISUREN,WISATAWAN NUSANTARA,0,ORANG,2017,PERHUTANI
640,32,JAWA BARAT,CURUG CISUREN,WISATAWAN MANCANEGARA,0,ORANG,2018,PERHUTANI
639,32,JAWA BARAT,CURUG CISUREN,WISATAWAN NUSANTARA,0,ORANG,2018,PERHUTANI
120,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2016,PERHUTANI
119,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2016,PERHUTANI
402,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2017,PERHUTANI
401,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2017,PERHUTANI
666,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2018,PERHUTANI
665,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2018,PERHUTANI
956,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
955,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1426,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1425,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
1896,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
1895,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2366,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2365,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
1202,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
1201,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1672,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1671,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
2142,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
2141,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2612,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2611,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
1212,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
1211,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1682,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1681,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
2152,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
2151,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2622,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2621,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
92,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,3,ORANG,2016,PERHUTANI
91,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,23726,ORANG,2016,PERHUTANI
378,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,0,ORANG,2017,PERHUTANI
377,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,0,ORANG,2017,PERHUTANI
642,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,0,ORANG,2018,PERHUTANI
641,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,0,ORANG,2018,PERHUTANI
896,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
895,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1366,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1365,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
1836,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
1835,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2306,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2305,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
164,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2016,PERHUTANI
163,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,7260,ORANG,2016,PERHUTANI
442,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2017,PERHUTANI
441,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,0,ORANG,2017,PERHUTANI
706,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2018,PERHUTANI
705,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,0,ORANG,2018,PERHUTANI
1036,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
1035,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1506,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1505,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
1976,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
1975,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2446,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2445,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
216,32,JAWA BARAT,CURUG MALELA PARKIR,WISATAWAN MANCANEGARA,0,ORANG,2016,PERHUTANI
215,32,JAWA BARAT,CURUG MALELA PARKIR,WISATAWAN NUSANTARA,0,ORANG,2016,PERHUTANI
492,32,JAWA BARAT,CURUG MALELA PARKIR,WISATAWAN MANCANEGARA,0,ORANG,2017,PERHUTANI
491,32,JAWA BARAT,CURUG MALELA PARKIR,WISATAWAN NUSANTARA,0,ORANG,2017,PERHUTANI
756,32,JAWA BARAT,CURUG MALELA PARKIR,WISATAWAN MANCANEGARA,0,ORANG,2018,PERHUTANI
755,32,JAWA BARAT,CURUG MALELA PARKIR,WISATAWAN NUSANTARA,0,ORANG,2018,PERHUTANI
84,32,JAWA BARAT,CURUG NANGKA,WISATAWAN MANCANEGARA,0,ORANG,2016,PERHUTANI
83,32,JAWA BARAT,CURUG NANGKA,WISATAWAN NUSANTARA,900,ORANG,2016,PERHUTANI
370,32,JAWA BARAT,CURUG NANGKA,WISATAWAN MANCANEGARA,0,ORANG,2017,PERHUTANI
369,32,JAWA BARAT,CURUG NANGKA,WISATAWAN NUSANTARA,0,ORANG,2017,PERHUTANI
634,32,JAWA BARAT,CURUG NANGKA,WISATAWAN MANCANEGARA,0,ORANG,2018,PERHUTANI
633,32,JAWA BARAT,CURUG NANGKA,WISATAWAN NUSANTARA,0,ORANG,2018,PERHUTANI
966,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
965,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1436,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1435,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
1906,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
1905,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2376,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2375,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
1166,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
1165,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1636,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1635,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
2106,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
2105,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2576,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2575,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
224,32,JAWA BARAT,CURUG OROK,WISATAWAN MANCANEGARA,0,ORANG,2016,PERHUTANI
223,32,JAWA BARAT,CURUG OROK,WISATAWAN NUSANTARA,0,ORANG,2016,PERHUTANI
498,32,JAWA BARAT,CURUG OROK,WISATAWAN MANCANEGARA,0,ORANG,2017,PERHUTANI
497,32,JAWA BARAT,CURUG OROK,WISATAWAN NUSANTARA,0,ORANG,2017,PERHUTANI
762,32,JAWA BARAT,CURUG OROK,WISATAWAN MANCANEGARA,0,ORANG,2018,PERHUTANI
761,32,JAWA BARAT,CURUG OROK,WISATAWAN NUSANTARA,0,ORANG,2018,PERHUTANI
952,32,JAWA BARAT,CURUG PAMEUNGPEUK,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
951,32,JAWA BARAT,CURUG PAMEUNGPEUK,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1422,32,JAWA BARAT,CURUG PAMEUNGPEUK,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1421,32,JAWA BARAT,CURUG PAMEUNGPEUK,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
1892,32,JAWA BARAT,CURUG PAMEUNGPEUK,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
1891,32,JAWA BARAT,CURUG PAMEUNGPEUK,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2362,32,JAWA BARAT,CURUG PAMEUNGPEUK,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2361,32,JAWA BARAT,CURUG PAMEUNGPEUK,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
168,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN MANCANEGARA,0,ORANG,2016,PERHUTANI
167,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN NUSANTARA,82904,ORANG,2016,PERHUTANI
446,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN MANCANEGARA,0,ORANG,2017,PERHUTANI
445,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN NUSANTARA,0,ORANG,2017,PERHUTANI
710,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN MANCANEGARA,0,ORANG,2018,PERHUTANI
709,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN NUSANTARA,0,ORANG,2018,PERHUTANI
1056,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
1055,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN NUSANTARA,0,ORANG,2019,PERHUTANI
1526,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN MANCANEGARA,0,ORANG,2020,PERHUTANI
1525,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN NUSANTARA,0,ORANG,2020,PERHUTANI
1996,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN MANCANEGARA,0,ORANG,2021,PERHUTANI
1995,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN NUSANTARA,0,ORANG,2021,PERHUTANI
2466,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN MANCANEGARA,0,ORANG,2022,PERHUTANI
2465,32,JAWA BARAT,CURUG PANGANTEN,WISATAWAN NUSANTARA,0,ORANG,2022,PERHUTANI
88,32,JAWA BARAT,CURUG PANJANG,WISATAWAN MANCANEGARA,0,ORANG,2016,PERHUTANI
87,32,JAWA BARAT,CURUG PANJANG,WISATAWAN NUSANTARA,107,ORANG,2016,PERHUTANI
374,32,JAWA BARAT,CURUG PANJANG,WISATAWAN MANCANEGARA,0,ORANG,2017,PERHUTANI
373,32,JAWA BARAT,CURUG PANJANG,WISATAWAN NUSANTARA,0,ORANG,2017,PERHUTANI
638,32,JAWA BARAT,CURUG PANJANG,WISATAWAN MANCANEGARA,0,ORANG,2018,PERHUTANI
637,32,JAWA BARAT,CURUG PANJANG,WISATAWAN NUSANTARA,1056,ORANG,2018,PERHUTANI
890,32,JAWA BARAT,CURUG PANJANG,WISATAWAN MANCANEGARA,0,ORANG,2019,PERHUTANI
