id,kode_provinsi,nama_provinsi,pengelola_kawasan,jenis_wisatawan,jumlah_wisatawan,satuan,tahun,data_flag,tipe_pengelola
2583,32,JAWA BARAT,KAMOJANG ECOPARK,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
882,32,JAWA BARAT,KAMPUNG CAI RANCA UPAS,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1352,32,JAWA BARAT,KAMPUNG CAI RANCA UPAS,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1822,32,JAWA BARAT,KAMPUNG CAI RANCA UPAS,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2292,32,JAWA BARAT,KAMPUNG CAI RANCA UPAS,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
881,32,JAWA BARAT,KAMPUNG CAI RANCA UPAS,WISATAWAN NUSANTARA,1117,ORANG,2019,NORMAL,LAINNYA
1351,32,JAWA BARAT,KAMPUNG CAI RANCA UPAS,WISATAWAN NUSANTARA,1117,ORANG,2020,SUSPECT_COPY,LAINNYA
1821,32,JAWA BARAT,KAMPUNG CAI RANCA UPAS,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2291,32,JAWA BARAT,KAMPUNG CAI RANCA UPAS,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1280,32,JAWA BARAT,KAMPUNG CIHERANG,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1750,32,JAWA BARAT,KAMPUNG CIHERANG,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2220,32,JAWA BARAT,KAMPUNG CIHERANG,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2690,32,JAWA BARAT,KAMPUNG CIHERANG,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1279,32,JAWA BARAT,KAMPUNG CIHERANG,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1749,32,JAWA BARAT,KAMPUNG CIHERANG,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2219,32,JAWA BARAT,KAMPUNG CIHERANG,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2689,32,JAWA BARAT,KAMPUNG CIHERANG,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1086,32,JAWA BARAT,KAMPUNG SUNDA,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1556,32,JAWA BARAT,KAMPUNG SUNDA,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2026,32,JAWA BARAT,KAMPUNG SUNDA,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2496,32,JAWA BARAT,KAMPUNG SUNDA,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1085,32,JAWA BARAT,KAMPUNG SUNDA,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1555,32,JAWA BARAT,KAMPUNG SUNDA,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2025,32,JAWA BARAT,KAMPUNG SUNDA,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2495,32,JAWA BARAT,KAMPUNG SUNDA,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1164,32,JAWA BARAT,KARACAK VALLEY,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1634,32,JAWA BARAT,KARACAK VALLEY,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2104,32,JAWA BARAT,KARACAK VALLEY,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2574,32,JAWA BARAT,KARACAK VALLEY,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1163,32,JAWA BARAT,KARACAK VALLEY,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1633,32,JAWA BARAT,KARACAK VALLEY,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2103,32,JAWA BARAT,KARACAK VALLEY,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2573,32,JAWA BARAT,KARACAK VALLEY,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
892,32,JAWA BARAT,KARAHA BODAS,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1362,32,JAWA BARAT,KARAHA BODAS,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1832,32,JAWA BARAT,KARAHA BODAS,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2302,32,JAWA BARAT,KARAHA BODAS,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
891,32,JAWA BARAT,KARAHA BODAS,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1361,32,JAWA BARAT,KARAHA BODAS,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1831,32,JAWA BARAT,KARAHA BODAS,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2301,32,JAWA BARAT,KARAHA BODAS,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1226,32,JAWA BARAT,KARANG NINI,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1696,32,JAWA BARAT,KARANG NINI,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2166,32,JAWA BARAT,KARANG NINI,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2636,32,JAWA BARAT,KARANG NINI,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1225,32,JAWA BARAT,KARANG NINI,WISATAWAN NUSANTARA,34,ORANG,2019,NORMAL,LAINNYA
1695,32,JAWA BARAT,KARANG NINI,WISATAWAN NUSANTARA,34,ORANG,2020,SUSPECT_COPY,LAINNYA
2165,32,JAWA BARAT,KARANG NINI,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2635,32,JAWA BARAT,KARANG NINI,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
246,32,JAWA BARAT,KARANGNINI,WISATAWAN MANCANEGARA,21,ORANG,2016,NORMAL,LAINNYA
516,32,JAWA BARAT,KARANGNINI,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
780,32,JAWA BARAT,KARANGNINI,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
245,32,JAWA BARAT,KARANGNINI,WISATAWAN NUSANTARA,1035,ORANG,2016,NORMAL,LAINNYA
515,32,JAWA BARAT,KARANGNINI,WISATAWAN NUSANTARA,9,ORANG,2017,NORMAL,LAINNYA
779,32,JAWA BARAT,KARANGNINI,WISATAWAN NUSANTARA,43,ORANG,2018,NORMAL,LAINNYA
1016,32,JAWA BARAT,KATUMBIRI,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1486,32,JAWA BARAT,KATUMBIRI,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1956,32,JAWA BARAT,KATUMBIRI,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2426,32,JAWA BARAT,KATUMBIRI,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1015,32,JAWA BARAT,KATUMBIRI,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1485,32,JAWA BARAT,KATUMBIRI,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1955,32,JAWA BARAT,KATUMBIRI,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2425,32,JAWA BARAT,KATUMBIRI,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
876,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1346,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1816,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2286,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
875,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN NUSANTARA,16103,ORANG,2019,NORMAL,LAINNYA
1345,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN NUSANTARA,16103,ORANG,2020,SUSPECT_COPY,LAINNYA
1815,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2285,32,JAWA BARAT,KAWAH PUTIH,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
60,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,PERHUTANI
348,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,PERHUTANI
612,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,PERHUTANI
874,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,PERHUTANI
1344,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,PERHUTANI
1814,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,PERHUTANI
2284,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,PERHUTANI
59,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,PERHUTANI
347,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,PERHUTANI
611,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,PERHUTANI
873,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,PERHUTANI
1343,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,PERHUTANI
1813,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,PERHUTANI
2283,32,JAWA BARAT,KBM-AEJ/KBM/JLPL,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,PERHUTANI
1190,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1660,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2130,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2600,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1189,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1659,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2129,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2599,32,JAWA BARAT,KEBON KOPI BANJARWANGI,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
192,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,KPH
468,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,KPH
732,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,KPH
1112,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,KPH
1582,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,KPH
2052,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,KPH
2522,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
191,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,KPH
467,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,KPH
731,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,KPH
1111,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,KPH
1581,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,KPH
2051,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,KPH
2521,32,JAWA BARAT,KPH BANDUNG SELATAN,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
152,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,KPH
430,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,KPH
694,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,KPH
1032,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,KPH
1502,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,KPH
1972,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,KPH
2442,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
151,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,KPH
429,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,KPH
693,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,KPH
1031,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,KPH
1501,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,KPH
1971,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,KPH
2441,32,JAWA BARAT,KPH BANDUNG UTARA,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
80,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,KPH
366,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,KPH
630,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,KPH
894,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,KPH
1364,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,KPH
1834,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,KPH
2304,32,JAWA BARAT,KPH BOGOR,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
79,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,KPH
365,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,KPH
629,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,KPH
893,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,KPH
1363,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,KPH
1833,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,KPH
2303,32,JAWA BARAT,KPH BOGOR,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
242,32,JAWA BARAT,KPH CIAMIS,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,KPH
512,32,JAWA BARAT,KPH CIAMIS,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,KPH
776,32,JAWA BARAT,KPH CIAMIS,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,KPH
1220,32,JAWA BARAT,KPH CIAMIS,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,KPH
1690,32,JAWA BARAT,KPH CIAMIS,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,KPH
2160,32,JAWA BARAT,KPH CIAMIS,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,KPH
2630,32,JAWA BARAT,KPH CIAMIS,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
241,32,JAWA BARAT,KPH CIAMIS,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,KPH
511,32,JAWA BARAT,KPH CIAMIS,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,KPH
775,32,JAWA BARAT,KPH CIAMIS,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,KPH
1219,32,JAWA BARAT,KPH CIAMIS,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,KPH
1689,32,JAWA BARAT,KPH CIAMIS,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,KPH
2159,32,JAWA BARAT,KPH CIAMIS,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,KPH
2629,32,JAWA BARAT,KPH CIAMIS,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
118,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,KPH
400,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,KPH
664,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,KPH
954,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,KPH
1424,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,KPH
1894,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,KPH
2364,32,JAWA BARAT,KPH CIANJUR,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
117,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,KPH
399,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,KPH
663,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,KPH
953,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,KPH
1423,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,KPH
1893,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,KPH
2363,32,JAWA BARAT,KPH CIANJUR,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
222,32,JAWA BARAT,KPH GARUT,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,KPH
496,32,JAWA BARAT,KPH GARUT,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,KPH
760,32,JAWA BARAT,KPH GARUT,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,KPH
1154,32,JAWA BARAT,KPH GARUT,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,KPH
1624,32,JAWA BARAT,KPH GARUT,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,KPH
2094,32,JAWA BARAT,KPH GARUT,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,KPH
2564,32,JAWA BARAT,KPH GARUT,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
221,32,JAWA BARAT,KPH GARUT,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,KPH
495,32,JAWA BARAT,KPH GARUT,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,KPH
759,32,JAWA BARAT,KPH GARUT,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,KPH
1153,32,JAWA BARAT,KPH GARUT,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,KPH
1623,32,JAWA BARAT,KPH GARUT,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,KPH
2093,32,JAWA BARAT,KPH GARUT,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,KPH
2563,32,JAWA BARAT,KPH GARUT,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
1286,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,KPH
1756,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,KPH
2226,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,KPH
2696,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
1285,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,KPH
1755,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,KPH
2225,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,KPH
2695,32,JAWA BARAT,KPH INDRAMAYU,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
258,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,KPH
526,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,KPH
790,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,KPH
1242,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,KPH
1712,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,KPH
2182,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,KPH
2652,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
257,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,KPH
525,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,KPH
789,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,KPH
1241,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,KPH
1711,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,KPH
2181,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,KPH
2651,32,JAWA BARAT,KPH KUNINGAN,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
270,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,KPH
536,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,KPH
800,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,KPH
1256,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,KPH
1726,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,KPH
2196,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,KPH
2666,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
269,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,KPH
535,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,KPH
799,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,KPH
1255,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,KPH
1725,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,KPH
2195,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,KPH
2665,32,JAWA BARAT,KPH MAJALENGKA,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,KPH
138,32,JAWA BARAT,KPH PURWAKARTA,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,KPH
