id,kode_provinsi,nama_provinsi,pengelola_kawasan,jenis_wisatawan,jumlah_wisatawan,satuan,tahun,data_flag,tipe_pengelola
901,32,JAWA BARAT,CURUG CIHERANG,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1371,32,JAWA BARAT,CURUG CIHERANG,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1841,32,JAWA BARAT,CURUG CIHERANG,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2311,32,JAWA BARAT,CURUG CIHERANG,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
178,32,JAWA BARAT,CURUG CIJALU,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
456,32,JAWA BARAT,CURUG CIJALU,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
720,32,JAWA BARAT,CURUG CIJALU,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
1040,32,JAWA BARAT,CURUG CIJALU,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1510,32,JAWA BARAT,CURUG CIJALU,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1980,32,JAWA BARAT,CURUG CIJALU,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2450,32,JAWA BARAT,CURUG CIJALU,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
177,32,JAWA BARAT,CURUG CIJALU,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,LAINNYA
455,32,JAWA BARAT,CURUG CIJALU,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
719,32,JAWA BARAT,CURUG CIJALU,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
1039,32,JAWA BARAT,CURUG CIJALU,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1509,32,JAWA BARAT,CURUG CIJALU,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1979,32,JAWA BARAT,CURUG CIJALU,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2449,32,JAWA BARAT,CURUG CIJALU,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
162,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
440,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
704,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
1042,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1512,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1982,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2452,32,JAWA BARAT,CURUG CILEAT,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
161,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,40074,ORANG,2016,NORMAL,LAINNYA
439,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
703,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
1041,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1511,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1981,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2451,32,JAWA BARAT,CURUG CILEAT,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
878,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1348,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1818,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2288,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
877,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN NUSANTARA,40565,ORANG,2019,NORMAL,LAINNYA
1347,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN NUSANTARA,40565,ORANG,2020,SUSPECT_COPY,LAINNYA
1817,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2287,32,JAWA BARAT,CURUG CILEMBER,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
182,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
460,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
724,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
1048,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1518,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1988,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2458,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
181,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,21781,ORANG,2016,NORMAL,LAINNYA
459,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
723,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
1047,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1517,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1987,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2457,32,JAWA BARAT,CURUG CILENGKRANG,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
166,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
444,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
708,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
1034,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1504,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1974,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2444,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
165,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,27793,ORANG,2016,NORMAL,LAINNYA
443,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,2747,ORANG,2017,NORMAL,LAINNYA
707,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,4296,ORANG,2018,NORMAL,LAINNYA
1033,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,3202,ORANG,2019,NORMAL,LAINNYA
1503,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,3202,ORANG,2020,SUSPECT_COPY,LAINNYA
1973,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2443,32,JAWA BARAT,CURUG CIMAHI,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1206,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1676,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2146,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2616,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1205,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1675,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2145,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2615,32,JAWA BARAT,CURUG CIMANINTIN,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
900,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1370,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1840,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2310,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
899,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN NUSANTARA,97,ORANG,2019,NORMAL,LAINNYA
1369,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN NUSANTARA,97,ORANG,2020,SUSPECT_COPY,LAINNYA
1839,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2309,32,JAWA BARAT,CURUG CIPAMINGKIS,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
100,32,JAWA BARAT,CURUG CIPAMINGLIS,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
386,32,JAWA BARAT,CURUG CIPAMINGLIS,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
650,32,JAWA BARAT,CURUG CIPAMINGLIS,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
99,32,JAWA BARAT,CURUG CIPAMINGLIS,WISATAWAN NUSANTARA,15961,ORANG,2016,NORMAL,LAINNYA
385,32,JAWA BARAT,CURUG CIPAMINGLIS,WISATAWAN NUSANTARA,113,ORANG,2017,NORMAL,LAINNYA
649,32,JAWA BARAT,CURUG CIPAMINGLIS,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
1008,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1478,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1948,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2418,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1007,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1477,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1947,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2417,32,JAWA BARAT,CURUG CIPANUNDA,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1214,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1684,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2154,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2624,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1213,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1683,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2153,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2623,32,JAWA BARAT,CURUG CIPARAY,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1176,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1646,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2116,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2586,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1175,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1645,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2115,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2585,32,JAWA BARAT,CURUG CISARUA BYB,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
90,32,JAWA BARAT,CURUG CISUREN,WISATAWAN MANCANEGARA,34,ORANG,2016,NORMAL,LAINNYA
376,32,JAWA BARAT,CURUG CISUREN,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
640,32,JAWA BARAT,CURUG CISUREN,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
89,32,JAWA BARAT,CURUG CISUREN,WISATAWAN NUSANTARA,145882,ORANG,2016,NORMAL,LAINNYA
375,32,JAWA BARAT,CURUG CISUREN,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
639,32,JAWA BARAT,CURUG CISUREN,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
120,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
402,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
666,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
956,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1426,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1896,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2366,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
119,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,LAINNYA
401,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
665,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
955,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1425,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1895,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2365,32,JAWA BARAT,CURUG CITAMBUR,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1202,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1672,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2142,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2612,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1201,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1671,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2141,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2611,32,JAWA BARAT,CURUG DENGDENG,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1212,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1682,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2152,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2622,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1211,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1681,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2151,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2621,32,JAWA BARAT,CURUG GADO BANGKONG,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
92,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,3,ORANG,2016,NORMAL,LAINNYA
378,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
642,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
896,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1366,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1836,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2306,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
91,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,23726,ORANG,2016,NORMAL,LAINNYA
377,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
641,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
895,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1365,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1835,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2305,32,JAWA BARAT,CURUG KEMBAR BATULAYANG,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
164,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
442,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
706,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
1036,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1506,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1976,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2446,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
163,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,7260,ORANG,2016,NORMAL,LAINNYA
441,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
705,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
1035,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1505,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1975,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2445,32,JAWA BARAT,CURUG LAYUNG,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
216,32,JAWA BARAT,CURUG MALELA PARKIR,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
492,32,JAWA BARAT,CURUG MALELA PARKIR,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
756,32,JAWA BARAT,CURUG MALELA PARKIR,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
215,32,JAWA BARAT,CURUG MALELA PARKIR,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,LAINNYA
491,32,JAWA BARAT,CURUG MALELA PARKIR,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
755,32,JAWA BARAT,CURUG MALELA PARKIR,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
84,32,JAWA BARAT,CURUG NANGKA,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
370,32,JAWA BARAT,CURUG NANGKA,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
634,32,JAWA BARAT,CURUG NANGKA,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
83,32,JAWA BARAT,CURUG NANGKA,WISATAWAN NUSANTARA,900,ORANG,2016,NORMAL,LAINNYA
369,32,JAWA BARAT,CURUG NANGKA,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
633,32,JAWA BARAT,CURUG NANGKA,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
966,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1436,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1906,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2376,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
965,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1435,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1905,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2375,32,JAWA BARAT,CURUG NGEBUL,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1166,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1636,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2106,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2576,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1165,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1635,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2105,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2575,32,JAWA BARAT,CURUG NGEBUL CKJ,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
224,32,JAWA BARAT,CURUG OROK,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
498,32,JAWA BARAT,CURUG OROK,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
762,32,JAWA BARAT,CURUG OROK,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
