tahun,kode_wilayah,kabupaten_kota,kategori_wisata,jumlah_objek_wisata
2020,3213,KABUPATEN SUBANG,BUATAN,53
2020,3214,KABUPATEN PURWAKARTA,ALAM,28
2020,3214,KABUPATEN PURWAKARTA,BUDAYA,10
2020,3214,KABUPATEN PURWAKARTA,BUATAN,25
2020,3215,KABUPATEN KARAWANG,ALAM,50
2020,3215,KABUPATEN KARAWANG,BUDAYA,39
2020,3215,KABUPATEN KARAWANG,BUATAN,38
2020,3216,KABUPATEN BEKASI,ALAM,11
2020,3216,KABUPATEN BEKASI,BUDAYA,2
2020,3216,KABUPATEN BEKASI,BUATAN,22
2020,3217,KABUPATEN BANDUNG BARAT,ALAM,74
2020,3217,KABUPATEN BANDUNG BARAT,BUDAYA,18
2020,3217,KABUPATEN BANDUNG BARAT,BUATAN,67
2020,3218,KABUPATEN PANGANDARAN,ALAM,171
2020,3218,KABUPATEN PANGANDARAN,BUDAYA,73
2020,3218,KABUPATEN PANGANDARAN,BUATAN,25
2020,3271,KOTA BOGOR,ALAM,0
2020,3271,KOTA BOGOR,BUDAYA,1
2020,3271,KOTA BOGOR,BUATAN,22
2020,3272,KOTA SUKABUMI,ALAM,2
2020,3272,KOTA SUKABUMI,BUDAYA,0
2020,3272,KOTA SUKABUMI,BUATAN,12
2020,3273,KOTA BANDUNG,ALAM,11
2020,3273,KOTA BANDUNG,BUDAYA,6
2020,3273,KOTA BANDUNG,BUATAN,7
2020,3274,KOTA CIREBON,ALAM,1
2020,3274,KOTA CIREBON,BUDAYA,14
2020,3274,KOTA CIREBON,BUATAN,2
2020,3275,KOTA BEKASI,ALAM,3
2020,3275,KOTA BEKASI,BUDAYA,3
2020,3275,KOTA BEKASI,BUATAN,6
2020,3276,KOTA DEPOK,ALAM,85
2020,3276,KOTA DEPOK,BUDAYA,0
2020,3276,KOTA DEPOK,BUATAN,0
2020,3277,KOTA CIMAHI,ALAM,2
2020,3277,KOTA CIMAHI,BUDAYA,2
2020,3277,KOTA CIMAHI,BUATAN,3
2020,3278,KOTA TASIKMALAYA,ALAM,6
2020,3278,KOTA TASIKMALAYA,BUDAYA,5
2020,3278,KOTA TASIKMALAYA,BUATAN,2
2020,3279,KOTA BANJAR,ALAM,2
2020,3279,KOTA BANJAR,BUDAYA,0
2020,3279,KOTA BANJAR,BUATAN,1
2021,3201,KABUPATEN BOGOR,ALAM,100
2021,3201,KABUPATEN BOGOR,BUDAYA,13
2021,3201,KABUPATEN BOGOR,BUATAN,43
2021,3202,KABUPATEN SUKABUMI,ALAM,47
2021,3202,KABUPATEN SUKABUMI,BUDAYA,7
2021,3202,KABUPATEN SUKABUMI,BUATAN,6
2021,3203,KABUPATEN CIANJUR,ALAM,98
2021,3203,KABUPATEN CIANJUR,BUDAYA,25
2021,3203,KABUPATEN CIANJUR,BUATAN,27
2021,3204,KABUPATEN BANDUNG,ALAM,56
2021,3204,KABUPATEN BANDUNG,BUDAYA,164
2021,3204,KABUPATEN BANDUNG,BUATAN,80
2021,3205,KABUPATEN GARUT,ALAM,106
2021,3205,KABUPATEN GARUT,BUDAYA,36
2021,3205,KABUPATEN GARUT,BUATAN,73
2021,3206,KABUPATEN TASIKMALAYA,ALAM,42
2021,3206,KABUPATEN TASIKMALAYA,BUDAYA,17
2021,3206,KABUPATEN TASIKMALAYA,BUATAN,2
2021,3207,KABUPATEN CIAMIS,ALAM,13
2021,3207,KABUPATEN CIAMIS,BUDAYA,5
2021,3207,KABUPATEN CIAMIS,BUATAN,20
2021,3208,KABUPATEN KUNINGAN,ALAM,109
2021,3208,KABUPATEN KUNINGAN,BUDAYA,14
2021,3208,KABUPATEN KUNINGAN,BUATAN,26
2021,3209,KABUPATEN CIREBON,ALAM,8
2021,3209,KABUPATEN CIREBON,BUDAYA,8
2021,3209,KABUPATEN CIREBON,BUATAN,7
2021,3210,KABUPATEN MAJALENGKA,ALAM,100
2021,3210,KABUPATEN MAJALENGKA,BUDAYA,39
2021,3210,KABUPATEN MAJALENGKA,BUATAN,40
2021,3211,KABUPATEN SUMEDANG,ALAM,30
2021,3211,KABUPATEN SUMEDANG,BUDAYA,11
2021,3211,KABUPATEN SUMEDANG,BUATAN,56
2021,3212,KABUPATEN INDRAMAYU,ALAM,15
2021,3212,KABUPATEN INDRAMAYU,BUDAYA,13
2021,3212,KABUPATEN INDRAMAYU,BUATAN,11
2021,3213,KABUPATEN SUBANG,ALAM,63
2021,3213,KABUPATEN SUBANG,BUDAYA,1
2021,3213,KABUPATEN SUBANG,BUATAN,61
2021,3214,KABUPATEN PURWAKARTA,ALAM,28
2021,3214,KABUPATEN PURWAKARTA,BUDAYA,10
2021,3214,KABUPATEN PURWAKARTA,BUATAN,25
2021,3215,KABUPATEN KARAWANG,ALAM,50
2021,3215,KABUPATEN KARAWANG,BUDAYA,39
2021,3215,KABUPATEN KARAWANG,BUATAN,38
2021,3216,KABUPATEN BEKASI,ALAM,11
2021,3216,KABUPATEN BEKASI,BUDAYA,2
2021,3216,KABUPATEN BEKASI,BUATAN,22
2021,3217,KABUPATEN BANDUNG BARAT,ALAM,74
2021,3217,KABUPATEN BANDUNG BARAT,BUDAYA,18
2021,3217,KABUPATEN BANDUNG BARAT,BUATAN,67
2021,3218,KABUPATEN PANGANDARAN,ALAM,182
2021,3218,KABUPATEN PANGANDARAN,BUDAYA,75
2021,3218,KABUPATEN PANGANDARAN,BUATAN,28
2021,3271,KOTA BOGOR,ALAM,3
2021,3271,KOTA BOGOR,BUDAYA,8
2021,3271,KOTA BOGOR,BUATAN,19
2021,3272,KOTA SUKABUMI,ALAM,3
2021,3272,KOTA SUKABUMI,BUDAYA,3
2021,3272,KOTA SUKABUMI,BUATAN,11
2021,3273,KOTA BANDUNG,ALAM,3
2021,3273,KOTA BANDUNG,BUDAYA,10
2021,3273,KOTA BANDUNG,BUATAN,48
2021,3274,KOTA CIREBON,ALAM,1
2021,3274,KOTA CIREBON,BUDAYA,14
2021,3274,KOTA CIREBON,BUATAN,2
2021,3275,KOTA BEKASI,ALAM,3
2021,3275,KOTA BEKASI,BUDAYA,36
2021,3275,KOTA BEKASI,BUATAN,39
2021,3276,KOTA DEPOK,ALAM,19
2021,3276,KOTA DEPOK,BUDAYA,48
2021,3276,KOTA DEPOK,BUATAN,17
2021,3277,KOTA CIMAHI,ALAM,2
2021,3277,KOTA CIMAHI,BUDAYA,2
2021,3277,KOTA CIMAHI,BUATAN,3
2021,3278,KOTA TASIKMALAYA,ALAM,8
2021,3278,KOTA TASIKMALAYA,BUDAYA,4
2021,3278,KOTA TASIKMALAYA,BUATAN,9
2021,3279,KOTA BANJAR,ALAM,0
2021,3279,KOTA BANJAR,BUDAYA,0
2021,3279,KOTA BANJAR,BUATAN,7
2022,3201,KABUPATEN BOGOR,ALAM,122
2022,3201,KABUPATEN BOGOR,BUDAYA,30
2022,3201,KABUPATEN BOGOR,BUATAN,54
2022,3202,KABUPATEN SUKABUMI,ALAM,96
2022,3202,KABUPATEN SUKABUMI,BUDAYA,7
2022,3202,KABUPATEN SUKABUMI,BUATAN,5
2022,3203,KABUPATEN CIANJUR,ALAM,94
2022,3203,KABUPATEN CIANJUR,BUDAYA,24
2022,3203,KABUPATEN CIANJUR,BUATAN,28
2022,3204,KABUPATEN BANDUNG,ALAM,77
2022,3204,KABUPATEN BANDUNG,BUDAYA,175
2022,3204,KABUPATEN BANDUNG,BUATAN,61
2022,3205,KABUPATEN GARUT,ALAM,115
2022,3205,KABUPATEN GARUT,BUDAYA,40
2022,3205,KABUPATEN GARUT,BUATAN,71
2022,3206,KABUPATEN TASIKMALAYA,ALAM,110
2022,3206,KABUPATEN TASIKMALAYA,BUDAYA,2
2022,3206,KABUPATEN TASIKMALAYA,BUATAN,4
2022,3207,KABUPATEN CIAMIS,ALAM,16
2022,3207,KABUPATEN CIAMIS,BUDAYA,10
2022,3207,KABUPATEN CIAMIS,BUATAN,24
2022,3208,KABUPATEN KUNINGAN,ALAM,117
2022,3208,KABUPATEN KUNINGAN,BUDAYA,14
2022,3208,KABUPATEN KUNINGAN,BUATAN,25
2022,3209,KABUPATEN CIREBON,ALAM,8
2022,3209,KABUPATEN CIREBON,BUDAYA,8
2022,3209,KABUPATEN CIREBON,BUATAN,7
2022,3210,KABUPATEN MAJALENGKA,ALAM,112
2022,3210,KABUPATEN MAJALENGKA,BUDAYA,39
2022,3210,KABUPATEN MAJALENGKA,BUATAN,46
2022,3211,KABUPATEN SUMEDANG,ALAM,36
2022,3211,KABUPATEN SUMEDANG,BUDAYA,11
2022,3211,KABUPATEN SUMEDANG,BUATAN,64
2022,3212,KABUPATEN INDRAMAYU,ALAM,13
2022,3212,KABUPATEN INDRAMAYU,BUDAYA,9
2022,3212,KABUPATEN INDRAMAYU,BUATAN,4
2022,3213,KABUPATEN SUBANG,ALAM,68
2022,3213,KABUPATEN SUBANG,BUDAYA,1
2022,3213,KABUPATEN SUBANG,BUATAN,14
2022,3214,KABUPATEN PURWAKARTA,ALAM,28
2022,3214,KABUPATEN PURWAKARTA,BUDAYA,10
2022,3214,KABUPATEN PURWAKARTA,BUATAN,26
2022,3215,KABUPATEN KARAWANG,ALAM,50
2022,3215,KABUPATEN KARAWANG,BUDAYA,39
2022,3215,KABUPATEN KARAWANG,BUATAN,38
2022,3216,KABUPATEN BEKASI,ALAM,11
2022,3216,KABUPATEN BEKASI,BUDAYA,2
2022,3216,KABUPATEN BEKASI,BUATAN,25
2022,3217,KABUPATEN BANDUNG BARAT,ALAM,74
2022,3217,KABUPATEN BANDUNG BARAT,BUDAYA,19
2022,3217,KABUPATEN BANDUNG BARAT,BUATAN,67
2022,3218,KABUPATEN PANGANDARAN,ALAM,182
2022,3218,KABUPATEN PANGANDARAN,BUDAYA,76
2022,3218,KABUPATEN PANGANDARAN,BUATAN,28
2022,3271,KOTA BOGOR,ALAM,9
2022,3271,KOTA BOGOR,BUDAYA,20
2022,3271,KOTA BOGOR,BUATAN,9
2022,3272,KOTA SUKABUMI,ALAM,3
2022,3272,KOTA SUKABUMI,BUDAYA,3
2022,3272,KOTA SUKABUMI,BUATAN,12
2022,3273,KOTA BANDUNG,ALAM,10
2022,3273,KOTA BANDUNG,BUDAYA,10
2022,3273,KOTA BANDUNG,BUATAN,48
2022,3274,KOTA CIREBON,ALAM,1
2022,3274,KOTA CIREBON,BUDAYA,14
2022,3274,KOTA CIREBON,BUATAN,2
2022,3275,KOTA BEKASI,ALAM,3
2022,3275,KOTA BEKASI,BUDAYA,18
2022,3275,KOTA BEKASI,BUATAN,39
2022,3276,KOTA DEPOK,ALAM,19
2022,3276,KOTA DEPOK,BUDAYA,48
2022,3276,KOTA DEPOK,BUATAN,17
2022,3277,KOTA CIMAHI,ALAM,3
2022,3277,KOTA CIMAHI,BUDAYA,2
2022,3277,KOTA CIMAHI,BUATAN,4
2022,3278,KOTA TASIKMALAYA,ALAM,19
2022,3278,KOTA TASIKMALAYA,BUDAYA,20
2022,3278,KOTA TASIKMALAYA,BUATAN,12
2022,3279,KOTA BANJAR,ALAM,10
2022,3279,KOTA BANJAR,BUDAYA,3
2022,3279,KOTA BANJAR,BUATAN,12
2023,3201,KABUPATEN BOGOR,ALAM,122
2023,3201,KABUPATEN BOGOR,BUDAYA,35
2023,3201,KABUPATEN BOGOR,BUATAN,54
2023,3202,KABUPATEN SUKABUMI,ALAM,115
2023,3202,KABUPATEN SUKABUMI,BUDAYA,10
2023,3202,KABUPATEN SUKABUMI,BUATAN,5
2023,3203,KABUPATEN CIANJUR,ALAM,103
2023,3203,KABUPATEN CIANJUR,BUDAYA,21
2023,3203,KABUPATEN CIANJUR,BUATAN,32
2023,3204,KABUPATEN BANDUNG,ALAM,77
2023,3204,KABUPATEN BANDUNG,BUDAYA,175
2023,3204,KABUPATEN BANDUNG,BUATAN,61
2023,3205,KABUPATEN GARUT,ALAM,115
2023,3205,KABUPATEN GARUT,BUDAYA,40
2023,3205,KABUPATEN GARUT,BUATAN,71
2023,3206,KABUPATEN TASIKMALAYA,ALAM,110
2023,3206,KABUPATEN TASIKMALAYA,BUDAYA,2
2023,3206,KABUPATEN TASIKMALAYA,BUATAN,5
2023,3207,KABUPATEN CIAMIS,ALAM,16
2023,3207,KABUPATEN CIAMIS,BUDAYA,10
2023,3207,KABUPATEN CIAMIS,BUATAN,24
2023,3208,KABUPATEN KUNINGAN,ALAM,117
2023,3208,KABUPATEN KUNINGAN,BUDAYA,14
2023,3208,KABUPATEN KUNINGAN,BUATAN,29
2023,3209,KABUPATEN CIREBON,ALAM,8
2023,3209,KABUPATEN CIREBON,BUDAYA,6
2023,3209,KABUPATEN CIREBON,BUATAN,4
2023,3210,KABUPATEN MAJALENGKA,ALAM,118
2023,3210,KABUPATEN MAJALENGKA,BUDAYA,39
2023,3210,KABUPATEN MAJALENGKA,BUATAN,47
2023,3211,KABUPATEN SUMEDANG,ALAM,36
2023,3211,KABUPATEN SUMEDANG,BUDAYA,11
2023,3211,KABUPATEN SUMEDANG,BUATAN,60
2023,3212,KABUPATEN INDRAMAYU,ALAM,13
2023,3212,KABUPATEN INDRAMAYU,BUDAYA,9
2023,3212,KABUPATEN INDRAMAYU,BUATAN,6
2023,3213,KABUPATEN SUBANG,ALAM,68
2023,3213,KABUPATEN SUBANG,BUDAYA,1
2023,3213,KABUPATEN SUBANG,BUATAN,14
2023,3214,KABUPATEN PURWAKARTA,ALAM,26
2023,3214,KABUPATEN PURWAKARTA,BUDAYA,10
2023,3214,KABUPATEN PURWAKARTA,BUATAN,27
2023,3215,KABUPATEN KARAWANG,ALAM,50
2023,3215,KABUPATEN KARAWANG,BUDAYA,39
2023,3215,KABUPATEN KARAWANG,BUATAN,38
2023,3216,KABUPATEN BEKASI,ALAM,10
2023,3216,KABUPATEN BEKASI,BUDAYA,2
2023,3216,KABUPATEN BEKASI,BUATAN,25
2023,3217,KABUPATEN BANDUNG BARAT,ALAM,74
2023,3217,KABUPATEN BANDUNG BARAT,BUDAYA,19
2023,3217,KABUPATEN BANDUNG BARAT,BUATAN,70
2023,3218,KABUPATEN PANGANDARAN,ALAM,233
2023,3218,KABUPATEN PANGANDARAN,BUDAYA,103
2023,3218,KABUPATEN PANGANDARAN,BUATAN,53
2023,3271,KOTA BOGOR,ALAM,9
2023,3271,KOTA BOGOR,BUDAYA,20
2023,3271,KOTA BOGOR,BUATAN,9
2023,3272,KOTA SUKABUMI,ALAM,3
2023,3272,KOTA SUKABUMI,BUDAYA,3
2023,3272,KOTA SUKABUMI,BUATAN,11
2023,3273,KOTA BANDUNG,ALAM,10
2023,3273,KOTA BANDUNG,BUDAYA,10
2023,3273,KOTA BANDUNG,BUATAN,48
2023,3274,KOTA CIREBON,ALAM,1
2023,3274,KOTA CIREBON,BUDAYA,14
2023,3274,KOTA CIREBON,BUATAN,2
2023,3275,KOTA BEKASI,ALAM,3
2023,3275,KOTA BEKASI,BUDAYA,18
2023,3275,KOTA BEKASI,BUATAN,39
2023,3276,KOTA DEPOK,ALAM,22
2023,3276,KOTA DEPOK,BUDAYA,48
2023,3276,KOTA DEPOK,BUATAN,20
2023,3277,KOTA CIMAHI,ALAM,3
2023,3277,KOTA CIMAHI,BUDAYA,2
2023,3277,KOTA CIMAHI,BUATAN,4
2023,3278,KOTA TASIKMALAYA,ALAM,6
2023,3278,KOTA TASIKMALAYA,BUDAYA,26
2023,3278,KOTA TASIKMALAYA,BUATAN,14
2023,3279,KOTA BANJAR,ALAM,13
2023,3279,KOTA BANJAR,BUDAYA,3
2023,3279,KOTA BANJAR,BUATAN,11
2024,3201,KABUPATEN BOGOR,ALAM,121
2024,3201,KABUPATEN BOGOR,BUDAYA,135
2024,3201,KABUPATEN BOGOR,BUATAN,61
2024,3202,KABUPATEN SUKABUMI,ALAM,61
2024,3202,KABUPATEN SUKABUMI,BUDAYA,9
2024,3202,KABUPATEN SUKABUMI,BUATAN,9
2024,3203,KABUPATEN CIANJUR,ALAM,103
2024,3203,KABUPATEN CIANJUR,BUDAYA,21
2024,3203,KABUPATEN CIANJUR,BUATAN,32
2024,3204,KABUPATEN BANDUNG,ALAM,77
2024,3204,KABUPATEN BANDUNG,BUDAYA,175
2024,3204,KABUPATEN BANDUNG,BUATAN,61
2024,3205,KABUPATEN GARUT,ALAM,115
2024,3205,KABUPATEN GARUT,BUDAYA,40
2024,3205,KABUPATEN GARUT,BUATAN,71
2024,3206,KABUPATEN TASIKMALAYA,ALAM,110
2024,3206,KABUPATEN TASIKMALAYA,BUDAYA,2
2024,3206,KABUPATEN TASIKMALAYA,BUATAN,4
2024,3207,KABUPATEN CIAMIS,ALAM,16
2024,3207,KABUPATEN CIAMIS,BUDAYA,10
2024,3207,KABUPATEN CIAMIS,BUATAN,24
2024,3208,KABUPATEN KUNINGAN,ALAM,117
2024,3208,KABUPATEN KUNINGAN,BUDAYA,14
2024,3208,KABUPATEN KUNINGAN,BUATAN,30
2024,3209,KABUPATEN CIREBON,ALAM,7
2024,3209,KABUPATEN CIREBON,BUDAYA,7
2024,3209,KABUPATEN CIREBON,BUATAN,3
2024,3210,KABUPATEN MAJALENGKA,ALAM,118
2024,3210,KABUPATEN MAJALENGKA,BUDAYA,39
2024,3210,KABUPATEN MAJALENGKA,BUATAN,47
2024,3211,KABUPATEN SUMEDANG,ALAM,31
2024,3211,KABUPATEN SUMEDANG,BUDAYA,11
2024,3211,KABUPATEN SUMEDANG,BUATAN,63
2024,3212,KABUPATEN INDRAMAYU,ALAM,13
2024,3212,KABUPATEN INDRAMAYU,BUDAYA,12
2024,3212,KABUPATEN INDRAMAYU,BUATAN,12
2024,3213,KABUPATEN SUBANG,ALAM,68
2024,3213,KABUPATEN SUBANG,BUDAYA,1
2024,3213,KABUPATEN SUBANG,BUATAN,14
2024,3214,KABUPATEN PURWAKARTA,ALAM,26
2024,3214,KABUPATEN PURWAKARTA,BUDAYA,10
2024,3214,KABUPATEN PURWAKARTA,BUATAN,28
2024,3215,KABUPATEN KARAWANG,ALAM,50
2024,3215,KABUPATEN KARAWANG,BUDAYA,39
2024,3215,KABUPATEN KARAWANG,BUATAN,38
2024,3216,KABUPATEN BEKASI,ALAM,14
2024,3216,KABUPATEN BEKASI,BUDAYA,2
2024,3216,KABUPATEN BEKASI,BUATAN,41
2024,3217,KABUPATEN BANDUNG BARAT,ALAM,79
2024,3217,KABUPATEN BANDUNG BARAT,BUDAYA,19
2024,3217,KABUPATEN BANDUNG BARAT,BUATAN,71
2024,3218,KABUPATEN PANGANDARAN,ALAM,233
2024,3218,KABUPATEN PANGANDARAN,BUDAYA,103
2024,3218,KABUPATEN PANGANDARAN,BUATAN,54
2024,3271,KOTA BOGOR,ALAM,9
2024,3271,KOTA BOGOR,BUDAYA,20
2024,3271,KOTA BOGOR,BUATAN,9
2024,3272,KOTA SUKABUMI,ALAM,3
2024,3272,KOTA SUKABUMI,BUDAYA,3
2024,3272,KOTA SUKABUMI,BUATAN,11
2024,3273,KOTA BANDUNG,ALAM,10
2024,3273,KOTA BANDUNG,BUDAYA,10
2024,3273,KOTA BANDUNG,BUATAN,48
2024,3274,KOTA CIREBON,ALAM,1
2024,3274,KOTA CIREBON,BUDAYA,14
2024,3274,KOTA CIREBON,BUATAN,2
2024,3275,KOTA BEKASI,ALAM,3
2024,3275,KOTA BEKASI,BUDAYA,18
2024,3275,KOTA BEKASI,BUATAN,39
2024,3276,KOTA DEPOK,ALAM,19
2024,3276,KOTA DEPOK,BUDAYA,48
2024,3276,KOTA DEPOK,BUATAN,17
2024,3277,KOTA CIMAHI,ALAM,3
2024,3277,KOTA CIMAHI,BUDAYA,2
2024,3277,KOTA CIMAHI,BUATAN,4
2024,3278,KOTA TASIKMALAYA,ALAM,14
2024,3278,KOTA TASIKMALAYA,BUDAYA,26
2024,3278,KOTA TASIKMALAYA,BUATAN,11
2024,3279,KOTA BANJAR,ALAM,9
2024,3279,KOTA BANJAR,BUDAYA,3
2024,3279,KOTA BANJAR,BUATAN,12
