tahun,kode_wilayah,kabupaten_kota,kategori_wisata,jumlah_objek_wisata,is_zero_record,wilayah,total_objek_wisata
2018,3208,KABUPATEN KUNINGAN,BUATAN,9,False,Pantura Timur,35
2018,3209,KABUPATEN CIREBON,ALAM,7,False,Pantura Timur,133
2018,3209,KABUPATEN CIREBON,BUDAYA,116,False,Pantura Timur,133
2018,3209,KABUPATEN CIREBON,BUATAN,10,False,Pantura Timur,133
2018,3210,KABUPATEN MAJALENGKA,ALAM,99,False,Pantura Timur,175
2018,3210,KABUPATEN MAJALENGKA,BUDAYA,39,False,Pantura Timur,175
2018,3210,KABUPATEN MAJALENGKA,BUATAN,37,False,Pantura Timur,175
2018,3211,KABUPATEN SUMEDANG,ALAM,0,True,Priangan Barat,0
2018,3211,KABUPATEN SUMEDANG,BUDAYA,0,True,Priangan Barat,0
2018,3211,KABUPATEN SUMEDANG,BUATAN,0,True,Priangan Barat,0
2018,3212,KABUPATEN INDRAMAYU,ALAM,13,False,Pantura Timur,28
2018,3212,KABUPATEN INDRAMAYU,BUDAYA,9,False,Pantura Timur,28
2018,3212,KABUPATEN INDRAMAYU,BUATAN,6,False,Pantura Timur,28
2018,3213,KABUPATEN SUBANG,ALAM,27,False,Pantura Barat,47
2018,3213,KABUPATEN SUBANG,BUDAYA,3,False,Pantura Barat,47
2018,3213,KABUPATEN SUBANG,BUATAN,17,False,Pantura Barat,47
2018,3214,KABUPATEN PURWAKARTA,ALAM,19,False,Pantura Barat,38
2018,3214,KABUPATEN PURWAKARTA,BUDAYA,8,False,Pantura Barat,38
2018,3214,KABUPATEN PURWAKARTA,BUATAN,11,False,Pantura Barat,38
2018,3215,KABUPATEN KARAWANG,ALAM,44,False,Pantura Barat,84
2018,3215,KABUPATEN KARAWANG,BUDAYA,33,False,Pantura Barat,84
2018,3215,KABUPATEN KARAWANG,BUATAN,7,False,Pantura Barat,84
2018,3216,KABUPATEN BEKASI,ALAM,5,False,Pantura Barat,23
2018,3216,KABUPATEN BEKASI,BUDAYA,0,True,Pantura Barat,23
2018,3216,KABUPATEN BEKASI,BUATAN,18,False,Pantura Barat,23
2018,3217,KABUPATEN BANDUNG BARAT,ALAM,64,False,Priangan Barat,134
2018,3217,KABUPATEN BANDUNG BARAT,BUDAYA,14,False,Priangan Barat,134
2018,3217,KABUPATEN BANDUNG BARAT,BUATAN,56,False,Priangan Barat,134
2018,3218,KABUPATEN PANGANDARAN,ALAM,56,False,Priangan Timur,103
2018,3218,KABUPATEN PANGANDARAN,BUDAYA,47,False,Priangan Timur,103
2018,3218,KABUPATEN PANGANDARAN,BUATAN,0,True,Priangan Timur,103
2018,3271,KOTA BOGOR,ALAM,0,True,Bogor-Sukabumi,23
2018,3271,KOTA BOGOR,BUDAYA,1,False,Bogor-Sukabumi,23
2018,3271,KOTA BOGOR,BUATAN,22,False,Bogor-Sukabumi,23
2018,3272,KOTA SUKABUMI,ALAM,0,True,Bogor-Sukabumi,0
2018,3272,KOTA SUKABUMI,BUDAYA,0,True,Bogor-Sukabumi,0
2018,3272,KOTA SUKABUMI,BUATAN,0,True,Bogor-Sukabumi,0
2018,3273,KOTA BANDUNG,ALAM,3,False,Priangan Barat,17
2018,3273,KOTA BANDUNG,BUDAYA,14,False,Priangan Barat,17
2018,3273,KOTA BANDUNG,BUATAN,0,True,Priangan Barat,17
2018,3274,KOTA CIREBON,ALAM,1,False,Pantura Timur,17
2018,3274,KOTA CIREBON,BUDAYA,14,False,Pantura Timur,17
2018,3274,KOTA CIREBON,BUATAN,2,False,Pantura Timur,17
2018,3275,KOTA BEKASI,ALAM,4,False,Pantura Barat,7
2018,3275,KOTA BEKASI,BUDAYA,3,False,Pantura Barat,7
2018,3275,KOTA BEKASI,BUATAN,0,True,Pantura Barat,7
2018,3276,KOTA DEPOK,ALAM,9,False,Pantura Barat,24
2018,3276,KOTA DEPOK,BUDAYA,6,False,Pantura Barat,24
2018,3276,KOTA DEPOK,BUATAN,9,False,Pantura Barat,24
2018,3277,KOTA CIMAHI,ALAM,1,False,Priangan Barat,6
2018,3277,KOTA CIMAHI,BUDAYA,2,False,Priangan Barat,6
2018,3277,KOTA CIMAHI,BUATAN,3,False,Priangan Barat,6
2018,3278,KOTA TASIKMALAYA,ALAM,4,False,Priangan Timur,11
2018,3278,KOTA TASIKMALAYA,BUDAYA,5,False,Priangan Timur,11
2018,3278,KOTA TASIKMALAYA,BUATAN,2,False,Priangan Timur,11
2018,3279,KOTA BANJAR,ALAM,1,False,Priangan Timur,2
2018,3279,KOTA BANJAR,BUDAYA,0,True,Priangan Timur,2
2018,3279,KOTA BANJAR,BUATAN,1,False,Priangan Timur,2
2019,3201,KABUPATEN BOGOR,ALAM,169,False,Bogor-Sukabumi,381
2019,3201,KABUPATEN BOGOR,BUDAYA,61,False,Bogor-Sukabumi,381
2019,3201,KABUPATEN BOGOR,BUATAN,151,False,Bogor-Sukabumi,381
2019,3202,KABUPATEN SUKABUMI,ALAM,47,False,Bogor-Sukabumi,60
2019,3202,KABUPATEN SUKABUMI,BUDAYA,7,False,Bogor-Sukabumi,60
2019,3202,KABUPATEN SUKABUMI,BUATAN,6,False,Bogor-Sukabumi,60
2019,3203,KABUPATEN CIANJUR,ALAM,86,False,Priangan Barat,118
2019,3203,KABUPATEN CIANJUR,BUDAYA,14,False,Priangan Barat,118
2019,3203,KABUPATEN CIANJUR,BUATAN,18,False,Priangan Barat,118
2019,3204,KABUPATEN BANDUNG,ALAM,48,False,Priangan Barat,96
2019,3204,KABUPATEN BANDUNG,BUDAYA,7,False,Priangan Barat,96
2019,3204,KABUPATEN BANDUNG,BUATAN,41,False,Priangan Barat,96
2019,3205,KABUPATEN GARUT,ALAM,106,False,Priangan Timur,208
2019,3205,KABUPATEN GARUT,BUDAYA,35,False,Priangan Timur,208
2019,3205,KABUPATEN GARUT,BUATAN,67,False,Priangan Timur,208
2019,3206,KABUPATEN TASIKMALAYA,ALAM,380,False,Priangan Timur,402
2019,3206,KABUPATEN TASIKMALAYA,BUDAYA,20,False,Priangan Timur,402
2019,3206,KABUPATEN TASIKMALAYA,BUATAN,2,False,Priangan Timur,402
2019,3207,KABUPATEN CIAMIS,ALAM,82,False,Priangan Timur,143
2019,3207,KABUPATEN CIAMIS,BUDAYA,45,False,Priangan Timur,143
2019,3207,KABUPATEN CIAMIS,BUATAN,16,False,Priangan Timur,143
2019,3208,KABUPATEN KUNINGAN,ALAM,109,False,Pantura Timur,149
2019,3208,KABUPATEN KUNINGAN,BUDAYA,14,False,Pantura Timur,149
2019,3208,KABUPATEN KUNINGAN,BUATAN,26,False,Pantura Timur,149
2019,3209,KABUPATEN CIREBON,ALAM,8,False,Pantura Timur,134
2019,3209,KABUPATEN CIREBON,BUDAYA,116,False,Pantura Timur,134
2019,3209,KABUPATEN CIREBON,BUATAN,10,False,Pantura Timur,134
2019,3210,KABUPATEN MAJALENGKA,ALAM,100,False,Pantura Timur,179
2019,3210,KABUPATEN MAJALENGKA,BUDAYA,39,False,Pantura Timur,179
2019,3210,KABUPATEN MAJALENGKA,BUATAN,40,False,Pantura Timur,179
2019,3211,KABUPATEN SUMEDANG,ALAM,20,False,Priangan Barat,32
2019,3211,KABUPATEN SUMEDANG,BUDAYA,11,False,Priangan Barat,32
2019,3211,KABUPATEN SUMEDANG,BUATAN,1,False,Priangan Barat,32
2019,3212,KABUPATEN INDRAMAYU,ALAM,16,False,Pantura Timur,25
2019,3212,KABUPATEN INDRAMAYU,BUDAYA,4,False,Pantura Timur,25
2019,3212,KABUPATEN INDRAMAYU,BUATAN,5,False,Pantura Timur,25
2019,3213,KABUPATEN SUBANG,ALAM,54,False,Pantura Barat,81
2019,3213,KABUPATEN SUBANG,BUDAYA,1,False,Pantura Barat,81
2019,3213,KABUPATEN SUBANG,BUATAN,26,False,Pantura Barat,81
2019,3214,KABUPATEN PURWAKARTA,ALAM,28,False,Pantura Barat,60
2019,3214,KABUPATEN PURWAKARTA,BUDAYA,10,False,Pantura Barat,60
2019,3214,KABUPATEN PURWAKARTA,BUATAN,22,False,Pantura Barat,60
2019,3215,KABUPATEN KARAWANG,ALAM,50,False,Pantura Barat,126
2019,3215,KABUPATEN KARAWANG,BUDAYA,39,False,Pantura Barat,126
2019,3215,KABUPATEN KARAWANG,BUATAN,37,False,Pantura Barat,126
2019,3216,KABUPATEN BEKASI,ALAM,5,False,Pantura Barat,23
2019,3216,KABUPATEN BEKASI,BUDAYA,0,True,Pantura Barat,23
2019,3216,KABUPATEN BEKASI,BUATAN,18,False,Pantura Barat,23
2019,3217,KABUPATEN BANDUNG BARAT,ALAM,69,False,Priangan Barat,151
2019,3217,KABUPATEN BANDUNG BARAT,BUDAYA,17,False,Priangan Barat,151
2019,3217,KABUPATEN BANDUNG BARAT,BUATAN,65,False,Priangan Barat,151
2019,3218,KABUPATEN PANGANDARAN,ALAM,156,False,Priangan Timur,232
2019,3218,KABUPATEN PANGANDARAN,BUDAYA,54,False,Priangan Timur,232
2019,3218,KABUPATEN PANGANDARAN,BUATAN,22,False,Priangan Timur,232
2019,3271,KOTA BOGOR,ALAM,0,True,Bogor-Sukabumi,23
2019,3271,KOTA BOGOR,BUDAYA,1,False,Bogor-Sukabumi,23
2019,3271,KOTA BOGOR,BUATAN,22,False,Bogor-Sukabumi,23
2019,3272,KOTA SUKABUMI,ALAM,0,True,Bogor-Sukabumi,0
2019,3272,KOTA SUKABUMI,BUDAYA,0,True,Bogor-Sukabumi,0
2019,3272,KOTA SUKABUMI,BUATAN,0,True,Bogor-Sukabumi,0
2019,3273,KOTA BANDUNG,ALAM,3,False,Priangan Barat,13
2019,3273,KOTA BANDUNG,BUDAYA,4,False,Priangan Barat,13
2019,3273,KOTA BANDUNG,BUATAN,6,False,Priangan Barat,13
2019,3274,KOTA CIREBON,ALAM,1,False,Pantura Timur,17
2019,3274,KOTA CIREBON,BUDAYA,14,False,Pantura Timur,17
2019,3274,KOTA CIREBON,BUATAN,2,False,Pantura Timur,17
2019,3275,KOTA BEKASI,ALAM,4,False,Pantura Barat,12
2019,3275,KOTA BEKASI,BUDAYA,3,False,Pantura Barat,12
2019,3275,KOTA BEKASI,BUATAN,5,False,Pantura Barat,12
2019,3276,KOTA DEPOK,ALAM,0,True,Pantura Barat,0
2019,3276,KOTA DEPOK,BUDAYA,0,True,Pantura Barat,0
2019,3276,KOTA DEPOK,BUATAN,0,True,Pantura Barat,0
2019,3277,KOTA CIMAHI,ALAM,2,False,Priangan Barat,7
2019,3277,KOTA CIMAHI,BUDAYA,2,False,Priangan Barat,7
2019,3277,KOTA CIMAHI,BUATAN,3,False,Priangan Barat,7
2019,3278,KOTA TASIKMALAYA,ALAM,6,False,Priangan Timur,13
2019,3278,KOTA TASIKMALAYA,BUDAYA,5,False,Priangan Timur,13
2019,3278,KOTA TASIKMALAYA,BUATAN,2,False,Priangan Timur,13
2019,3279,KOTA BANJAR,ALAM,1,False,Priangan Timur,2
2019,3279,KOTA BANJAR,BUDAYA,0,True,Priangan Timur,2
2019,3279,KOTA BANJAR,BUATAN,1,False,Priangan Timur,2
2020,3201,KABUPATEN BOGOR,ALAM,169,False,Bogor-Sukabumi,381
2020,3201,KABUPATEN BOGOR,BUDAYA,61,False,Bogor-Sukabumi,381
2020,3201,KABUPATEN BOGOR,BUATAN,151,False,Bogor-Sukabumi,381
2020,3202,KABUPATEN SUKABUMI,ALAM,47,False,Bogor-Sukabumi,60
2020,3202,KABUPATEN SUKABUMI,BUDAYA,7,False,Bogor-Sukabumi,60
2020,3202,KABUPATEN SUKABUMI,BUATAN,6,False,Bogor-Sukabumi,60
2020,3203,KABUPATEN CIANJUR,ALAM,90,False,Priangan Barat,134
2020,3203,KABUPATEN CIANJUR,BUDAYA,23,False,Priangan Barat,134
2020,3203,KABUPATEN CIANJUR,BUATAN,21,False,Priangan Barat,134
2020,3204,KABUPATEN BANDUNG,ALAM,48,False,Priangan Barat,96
2020,3204,KABUPATEN BANDUNG,BUDAYA,7,False,Priangan Barat,96
2020,3204,KABUPATEN BANDUNG,BUATAN,41,False,Priangan Barat,96
2020,3205,KABUPATEN GARUT,ALAM,106,False,Priangan Timur,215
2020,3205,KABUPATEN GARUT,BUDAYA,36,False,Priangan Timur,215
2020,3205,KABUPATEN GARUT,BUATAN,73,False,Priangan Timur,215
2020,3206,KABUPATEN TASIKMALAYA,ALAM,196,False,Priangan Timur,298
2020,3206,KABUPATEN TASIKMALAYA,BUDAYA,100,False,Priangan Timur,298
2020,3206,KABUPATEN TASIKMALAYA,BUATAN,2,False,Priangan Timur,298
2020,3207,KABUPATEN CIAMIS,ALAM,82,False,Priangan Timur,145
2020,3207,KABUPATEN CIAMIS,BUDAYA,45,False,Priangan Timur,145
2020,3207,KABUPATEN CIAMIS,BUATAN,18,False,Priangan Timur,145
2020,3208,KABUPATEN KUNINGAN,ALAM,108,False,Pantura Timur,148
2020,3208,KABUPATEN KUNINGAN,BUDAYA,14,False,Pantura Timur,148
2020,3208,KABUPATEN KUNINGAN,BUATAN,26,False,Pantura Timur,148
2020,3209,KABUPATEN CIREBON,ALAM,8,False,Pantura Timur,22
2020,3209,KABUPATEN CIREBON,BUDAYA,7,False,Pantura Timur,22
2020,3209,KABUPATEN CIREBON,BUATAN,7,False,Pantura Timur,22
2020,3210,KABUPATEN MAJALENGKA,ALAM,100,False,Pantura Timur,179
2020,3210,KABUPATEN MAJALENGKA,BUDAYA,39,False,Pantura Timur,179
2020,3210,KABUPATEN MAJALENGKA,BUATAN,40,False,Pantura Timur,179
2020,3211,KABUPATEN SUMEDANG,ALAM,29,False,Priangan Barat,100
2020,3211,KABUPATEN SUMEDANG,BUDAYA,11,False,Priangan Barat,100
2020,3211,KABUPATEN SUMEDANG,BUATAN,60,False,Priangan Barat,100
2020,3212,KABUPATEN INDRAMAYU,ALAM,15,False,Pantura Timur,39
2020,3212,KABUPATEN INDRAMAYU,BUDAYA,13,False,Pantura Timur,39
2020,3212,KABUPATEN INDRAMAYU,BUATAN,11,False,Pantura Timur,39
2020,3213,KABUPATEN SUBANG,ALAM,58,False,Pantura Barat,112
2020,3213,KABUPATEN SUBANG,BUDAYA,1,False,Pantura Barat,112
2020,3213,KABUPATEN SUBANG,BUATAN,53,False,Pantura Barat,112
2020,3214,KABUPATEN PURWAKARTA,ALAM,28,False,Pantura Barat,63
2020,3214,KABUPATEN PURWAKARTA,BUDAYA,10,False,Pantura Barat,63
2020,3214,KABUPATEN PURWAKARTA,BUATAN,25,False,Pantura Barat,63
2020,3215,KABUPATEN KARAWANG,ALAM,50,False,Pantura Barat,127
2020,3215,KABUPATEN KARAWANG,BUDAYA,39,False,Pantura Barat,127
2020,3215,KABUPATEN KARAWANG,BUATAN,38,False,Pantura Barat,127
2020,3216,KABUPATEN BEKASI,ALAM,11,False,Pantura Barat,35
2020,3216,KABUPATEN BEKASI,BUDAYA,2,False,Pantura Barat,35
2020,3216,KABUPATEN BEKASI,BUATAN,22,False,Pantura Barat,35
2020,3217,KABUPATEN BANDUNG BARAT,ALAM,74,False,Priangan Barat,159
2020,3217,KABUPATEN BANDUNG BARAT,BUDAYA,18,False,Priangan Barat,159
2020,3217,KABUPATEN BANDUNG BARAT,BUATAN,67,False,Priangan Barat,159
2020,3218,KABUPATEN PANGANDARAN,ALAM,171,False,Priangan Timur,269
2020,3218,KABUPATEN PANGANDARAN,BUDAYA,73,False,Priangan Timur,269
2020,3218,KABUPATEN PANGANDARAN,BUATAN,25,False,Priangan Timur,269
2020,3271,KOTA BOGOR,ALAM,0,True,Bogor-Sukabumi,23
2020,3271,KOTA BOGOR,BUDAYA,1,False,Bogor-Sukabumi,23
2020,3271,KOTA BOGOR,BUATAN,22,False,Bogor-Sukabumi,23
2020,3272,KOTA SUKABUMI,ALAM,2,False,Bogor-Sukabumi,14
2020,3272,KOTA SUKABUMI,BUDAYA,0,True,Bogor-Sukabumi,14
2020,3272,KOTA SUKABUMI,BUATAN,12,False,Bogor-Sukabumi,14
2020,3273,KOTA BANDUNG,ALAM,11,False,Priangan Barat,24
2020,3273,KOTA BANDUNG,BUDAYA,6,False,Priangan Barat,24
2020,3273,KOTA BANDUNG,BUATAN,7,False,Priangan Barat,24
2020,3274,KOTA CIREBON,ALAM,1,False,Pantura Timur,17
2020,3274,KOTA CIREBON,BUDAYA,14,False,Pantura Timur,17
2020,3274,KOTA CIREBON,BUATAN,2,False,Pantura Timur,17
2020,3275,KOTA BEKASI,ALAM,3,False,Pantura Barat,12
2020,3275,KOTA BEKASI,BUDAYA,3,False,Pantura Barat,12
2020,3275,KOTA BEKASI,BUATAN,6,False,Pantura Barat,12
2020,3276,KOTA DEPOK,ALAM,85,False,Pantura Barat,85
2020,3276,KOTA DEPOK,BUDAYA,0,True,Pantura Barat,85
2020,3276,KOTA DEPOK,BUATAN,0,True,Pantura Barat,85
2020,3277,KOTA CIMAHI,ALAM,2,False,Priangan Barat,7
2020,3277,KOTA CIMAHI,BUDAYA,2,False,Priangan Barat,7
2020,3277,KOTA CIMAHI,BUATAN,3,False,Priangan Barat,7
2020,3278,KOTA TASIKMALAYA,ALAM,6,False,Priangan Timur,13
2020,3278,KOTA TASIKMALAYA,BUDAYA,5,False,Priangan Timur,13
2020,3278,KOTA TASIKMALAYA,BUATAN,2,False,Priangan Timur,13
2020,3279,KOTA BANJAR,ALAM,2,False,Priangan Timur,3
2020,3279,KOTA BANJAR,BUDAYA,0,True,Priangan Timur,3
2020,3279,KOTA BANJAR,BUATAN,1,False,Priangan Timur,3
2021,3201,KABUPATEN BOGOR,ALAM,100,False,Bogor-Sukabumi,156
2021,3201,KABUPATEN BOGOR,BUDAYA,13,False,Bogor-Sukabumi,156
2021,3201,KABUPATEN BOGOR,BUATAN,43,False,Bogor-Sukabumi,156
2021,3202,KABUPATEN SUKABUMI,ALAM,47,False,Bogor-Sukabumi,60
2021,3202,KABUPATEN SUKABUMI,BUDAYA,7,False,Bogor-Sukabumi,60
2021,3202,KABUPATEN SUKABUMI,BUATAN,6,False,Bogor-Sukabumi,60
2021,3203,KABUPATEN CIANJUR,ALAM,98,False,Priangan Barat,150
2021,3203,KABUPATEN CIANJUR,BUDAYA,25,False,Priangan Barat,150
2021,3203,KABUPATEN CIANJUR,BUATAN,27,False,Priangan Barat,150
2021,3204,KABUPATEN BANDUNG,ALAM,56,False,Priangan Barat,300
2021,3204,KABUPATEN BANDUNG,BUDAYA,164,False,Priangan Barat,300
2021,3204,KABUPATEN BANDUNG,BUATAN,80,False,Priangan Barat,300
2021,3205,KABUPATEN GARUT,ALAM,106,False,Priangan Timur,215
2021,3205,KABUPATEN GARUT,BUDAYA,36,False,Priangan Timur,215
2021,3205,KABUPATEN GARUT,BUATAN,73,False,Priangan Timur,215
2021,3206,KABUPATEN TASIKMALAYA,ALAM,42,False,Priangan Timur,61
2021,3206,KABUPATEN TASIKMALAYA,BUDAYA,17,False,Priangan Timur,61
2021,3206,KABUPATEN TASIKMALAYA,BUATAN,2,False,Priangan Timur,61
2021,3207,KABUPATEN CIAMIS,ALAM,13,False,Priangan Timur,38
2021,3207,KABUPATEN CIAMIS,BUDAYA,5,False,Priangan Timur,38
2021,3207,KABUPATEN CIAMIS,BUATAN,20,False,Priangan Timur,38
2021,3208,KABUPATEN KUNINGAN,ALAM,109,False,Pantura Timur,149
2021,3208,KABUPATEN KUNINGAN,BUDAYA,14,False,Pantura Timur,149
2021,3208,KABUPATEN KUNINGAN,BUATAN,26,False,Pantura Timur,149
2021,3209,KABUPATEN CIREBON,ALAM,8,False,Pantura Timur,23
2021,3209,KABUPATEN CIREBON,BUDAYA,8,False,Pantura Timur,23
2021,3209,KABUPATEN CIREBON,BUATAN,7,False,Pantura Timur,23
2021,3210,KABUPATEN MAJALENGKA,ALAM,100,False,Pantura Timur,179
2021,3210,KABUPATEN MAJALENGKA,BUDAYA,39,False,Pantura Timur,179
2021,3210,KABUPATEN MAJALENGKA,BUATAN,40,False,Pantura Timur,179
2021,3211,KABUPATEN SUMEDANG,ALAM,30,False,Priangan Barat,97
2021,3211,KABUPATEN SUMEDANG,BUDAYA,11,False,Priangan Barat,97
2021,3211,KABUPATEN SUMEDANG,BUATAN,56,False,Priangan Barat,97
2021,3212,KABUPATEN INDRAMAYU,ALAM,15,False,Pantura Timur,39
2021,3212,KABUPATEN INDRAMAYU,BUDAYA,13,False,Pantura Timur,39
2021,3212,KABUPATEN INDRAMAYU,BUATAN,11,False,Pantura Timur,39
2021,3213,KABUPATEN SUBANG,ALAM,63,False,Pantura Barat,125
2021,3213,KABUPATEN SUBANG,BUDAYA,1,False,Pantura Barat,125
2021,3213,KABUPATEN SUBANG,BUATAN,61,False,Pantura Barat,125
2021,3214,KABUPATEN PURWAKARTA,ALAM,28,False,Pantura Barat,63
2021,3214,KABUPATEN PURWAKARTA,BUDAYA,10,False,Pantura Barat,63
2021,3214,KABUPATEN PURWAKARTA,BUATAN,25,False,Pantura Barat,63
2021,3215,KABUPATEN KARAWANG,ALAM,50,False,Pantura Barat,127
2021,3215,KABUPATEN KARAWANG,BUDAYA,39,False,Pantura Barat,127
2021,3215,KABUPATEN KARAWANG,BUATAN,38,False,Pantura Barat,127
2021,3216,KABUPATEN BEKASI,ALAM,11,False,Pantura Barat,35
2021,3216,KABUPATEN BEKASI,BUDAYA,2,False,Pantura Barat,35
2021,3216,KABUPATEN BEKASI,BUATAN,22,False,Pantura Barat,35
2021,3217,KABUPATEN BANDUNG BARAT,ALAM,74,False,Priangan Barat,159
2021,3217,KABUPATEN BANDUNG BARAT,BUDAYA,18,False,Priangan Barat,159
2021,3217,KABUPATEN BANDUNG BARAT,BUATAN,67,False,Priangan Barat,159
2021,3218,KABUPATEN PANGANDARAN,ALAM,182,False,Priangan Timur,285
2021,3218,KABUPATEN PANGANDARAN,BUDAYA,75,False,Priangan Timur,285
2021,3218,KABUPATEN PANGANDARAN,BUATAN,28,False,Priangan Timur,285
2021,3271,KOTA BOGOR,ALAM,3,False,Bogor-Sukabumi,30
2021,3271,KOTA BOGOR,BUDAYA,8,False,Bogor-Sukabumi,30
2021,3271,KOTA BOGOR,BUATAN,19,False,Bogor-Sukabumi,30
2021,3272,KOTA SUKABUMI,ALAM,3,False,Bogor-Sukabumi,17
2021,3272,KOTA SUKABUMI,BUDAYA,3,False,Bogor-Sukabumi,17
2021,3272,KOTA SUKABUMI,BUATAN,11,False,Bogor-Sukabumi,17
2021,3273,KOTA BANDUNG,ALAM,3,False,Priangan Barat,61
2021,3273,KOTA BANDUNG,BUDAYA,10,False,Priangan Barat,61
2021,3273,KOTA BANDUNG,BUATAN,48,False,Priangan Barat,61
2021,3274,KOTA CIREBON,ALAM,1,False,Pantura Timur,17
2021,3274,KOTA CIREBON,BUDAYA,14,False,Pantura Timur,17
2021,3274,KOTA CIREBON,BUATAN,2,False,Pantura Timur,17
2021,3275,KOTA BEKASI,ALAM,3,False,Pantura Barat,78
2021,3275,KOTA BEKASI,BUDAYA,36,False,Pantura Barat,78
2021,3275,KOTA BEKASI,BUATAN,39,False,Pantura Barat,78
2021,3276,KOTA DEPOK,ALAM,19,False,Pantura Barat,84
2021,3276,KOTA DEPOK,BUDAYA,48,False,Pantura Barat,84
2021,3276,KOTA DEPOK,BUATAN,17,False,Pantura Barat,84
2021,3277,KOTA CIMAHI,ALAM,2,False,Priangan Barat,7
2021,3277,KOTA CIMAHI,BUDAYA,2,False,Priangan Barat,7
2021,3277,KOTA CIMAHI,BUATAN,3,False,Priangan Barat,7
2021,3278,KOTA TASIKMALAYA,ALAM,8,False,Priangan Timur,21
2021,3278,KOTA TASIKMALAYA,BUDAYA,4,False,Priangan Timur,21
2021,3278,KOTA TASIKMALAYA,BUATAN,9,False,Priangan Timur,21
2021,3279,KOTA BANJAR,ALAM,0,True,Priangan Timur,7
2021,3279,KOTA BANJAR,BUDAYA,0,True,Priangan Timur,7
2021,3279,KOTA BANJAR,BUATAN,7,False,Priangan Timur,7
2022,3201,KABUPATEN BOGOR,ALAM,122,False,Bogor-Sukabumi,206
2022,3201,KABUPATEN BOGOR,BUDAYA,30,False,Bogor-Sukabumi,206
2022,3201,KABUPATEN BOGOR,BUATAN,54,False,Bogor-Sukabumi,206
2022,3202,KABUPATEN SUKABUMI,ALAM,96,False,Bogor-Sukabumi,108
2022,3202,KABUPATEN SUKABUMI,BUDAYA,7,False,Bogor-Sukabumi,108
2022,3202,KABUPATEN SUKABUMI,BUATAN,5,False,Bogor-Sukabumi,108
2022,3203,KABUPATEN CIANJUR,ALAM,94,False,Priangan Barat,146
2022,3203,KABUPATEN CIANJUR,BUDAYA,24,False,Priangan Barat,146
2022,3203,KABUPATEN CIANJUR,BUATAN,28,False,Priangan Barat,146
2022,3204,KABUPATEN BANDUNG,ALAM,77,False,Priangan Barat,313
2022,3204,KABUPATEN BANDUNG,BUDAYA,175,False,Priangan Barat,313
2022,3204,KABUPATEN BANDUNG,BUATAN,61,False,Priangan Barat,313
2022,3205,KABUPATEN GARUT,ALAM,115,False,Priangan Timur,226
2022,3205,KABUPATEN GARUT,BUDAYA,40,False,Priangan Timur,226
2022,3205,KABUPATEN GARUT,BUATAN,71,False,Priangan Timur,226
2022,3206,KABUPATEN TASIKMALAYA,ALAM,110,False,Priangan Timur,116
2022,3206,KABUPATEN TASIKMALAYA,BUDAYA,2,False,Priangan Timur,116
2022,3206,KABUPATEN TASIKMALAYA,BUATAN,4,False,Priangan Timur,116
2022,3207,KABUPATEN CIAMIS,ALAM,16,False,Priangan Timur,50
2022,3207,KABUPATEN CIAMIS,BUDAYA,10,False,Priangan Timur,50
2022,3207,KABUPATEN CIAMIS,BUATAN,24,False,Priangan Timur,50
2022,3208,KABUPATEN KUNINGAN,ALAM,117,False,Pantura Timur,156
2022,3208,KABUPATEN KUNINGAN,BUDAYA,14,False,Pantura Timur,156
2022,3208,KABUPATEN KUNINGAN,BUATAN,25,False,Pantura Timur,156
2022,3209,KABUPATEN CIREBON,ALAM,8,False,Pantura Timur,23
2022,3209,KABUPATEN CIREBON,BUDAYA,8,False,Pantura Timur,23
2022,3209,KABUPATEN CIREBON,BUATAN,7,False,Pantura Timur,23
2022,3210,KABUPATEN MAJALENGKA,ALAM,112,False,Pantura Timur,197
2022,3210,KABUPATEN MAJALENGKA,BUDAYA,39,False,Pantura Timur,197
2022,3210,KABUPATEN MAJALENGKA,BUATAN,46,False,Pantura Timur,197
2022,3211,KABUPATEN SUMEDANG,ALAM,36,False,Priangan Barat,111
2022,3211,KABUPATEN SUMEDANG,BUDAYA,11,False,Priangan Barat,111
2022,3211,KABUPATEN SUMEDANG,BUATAN,64,False,Priangan Barat,111
2022,3212,KABUPATEN INDRAMAYU,ALAM,13,False,Pantura Timur,26
2022,3212,KABUPATEN INDRAMAYU,BUDAYA,9,False,Pantura Timur,26
2022,3212,KABUPATEN INDRAMAYU,BUATAN,4,False,Pantura Timur,26
2022,3213,KABUPATEN SUBANG,ALAM,68,False,Pantura Barat,83
2022,3213,KABUPATEN SUBANG,BUDAYA,1,False,Pantura Barat,83
2022,3213,KABUPATEN SUBANG,BUATAN,14,False,Pantura Barat,83
2022,3214,KABUPATEN PURWAKARTA,ALAM,28,False,Pantura Barat,64
2022,3214,KABUPATEN PURWAKARTA,BUDAYA,10,False,Pantura Barat,64
2022,3214,KABUPATEN PURWAKARTA,BUATAN,26,False,Pantura Barat,64
2022,3215,KABUPATEN KARAWANG,ALAM,50,False,Pantura Barat,127
2022,3215,KABUPATEN KARAWANG,BUDAYA,39,False,Pantura Barat,127
2022,3215,KABUPATEN KARAWANG,BUATAN,38,False,Pantura Barat,127
2022,3216,KABUPATEN BEKASI,ALAM,11,False,Pantura Barat,38
2022,3216,KABUPATEN BEKASI,BUDAYA,2,False,Pantura Barat,38
